link,name,price,avg_rating,number_ratings,description
https://www.airbnb.com/experiences/3712985?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=96101f26-db0f-4bc8-8ab1-9eee4df23b17&searchId=ccf4c5f4-145e-48a9-91bf-e40e90cd8087&sectionId=44999ff3-4004-4be4-b67b-d66562a0dc52,Tour & Photo Session at four iconic locations,161 ,5,60,"TIME CHANGE REQUESTS ARE ACCEPTED IF AVAILABLE!\u003cbr />\u003cbr />This tour will cover 4 iconic locations: Brooklyn Bridge, Dumbo, Times Square & Central Park. During the tour, you will learn some fun/historical facts while also learning which are the most unique and best photo spots at each selected location. I will take photos of each guest with a professional camera at each location and share pointers on how to take good photos with your cellphones for future travels."
https://www.airbnb.com/experiences/1329564?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=96101f26-db0f-4bc8-8ab1-9eee4df23b17&searchId=ccf4c5f4-145e-48a9-91bf-e40e90cd8087&sectionId=44999ff3-4004-4be4-b67b-d66562a0dc52,Trendy high quality time square shoot,55 ,5,3,"What we will do during this experience is capture stunning photos that are overly astounding that you, family and friends would love forever. I’ve been a photographer for over 5 years and I have a great eye for getting the right shot. I’ve done published work that has made it to billboards and magazines. I love to create and make photos that people would to make there screen saver forever. I travel a lot so please feel free to talk to me about where your from and your walk of life. ALSO AVAILABLE FOR BROOKLYN BRIDGE"
https://www.airbnb.com/experiences/3490103?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Discover the Taste of Jersey City with Private Chef Cintia,108 ,5,4,"Enjoy your very own private chef experience at your place! \u003cbr />\u003cbr />Take advantage of our group discounts!\u003cbr />★ 10% OFF — groups from 4 to 5 guests\u003cbr />★ 15% OFF — groups of +6 guests\u003cbr />\u003cbr />Learn the secrets hidden within each dish, and enjoy a delicious multi-course meal. Get ready to discover the taste of Jersey City without leaving your own dining room!\u003cbr />\u003cbr />The chef will arrive 90 minutes before your preferred dining time in order to begin working their magic. They won't arrive empty-handed! No-no, they will show up at your doorstep equipped with every ingredient needed in order to prepare your meal.\u003cbr />\u003cbr />Feel free to put your apron on and cook some of the dishes with them! They’re eager to share with you the secrets behind the recipes and Jersey City's local hidden treasures. Not in the mood? Well then lay down, relax, enjoy a few appetizers and allow them to take care of you. \u003cbr />\u003cbr />Eat, share, drink, laugh, and explore Jersey City's dining scene from your own table. Oh and don’t worry about tidying up, everything will be left spotless for you to continue to enjoy!\u003cbr />\u003cbr />To have a closer look at my menus, check the \""What's included\"" section below!"
https://www.airbnb.com/experiences/3749898?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,The Psychiatric History of New York Walking Tour,39 ,4.78,9,"Take an analytical stroll through the evolution of psychiatry on Manhattan’s Upper East Side.\u003cbr />\u003cbr />Main Features:\u003cbr />Find out about the journey of psychiatry from Central Europe to America.\u003cbr />Learn about the madhouses of the metropolis.\u003cbr />Discover the psychoanalytic explosion that occurred in New York City.\u003cbr />Hear about the Sackler family’s beginnings in “valiumania.”\u003cbr />Peer at the psychiatric islands of the East River, the homes of distinguished and disgraced doctors, the first American psychoanalytic society, and the offices, mansions, and townhouses of medical research and Freudian relations."
https://www.airbnb.com/experiences/387115?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Kratky Hydroponics in a Art Studio /Hidden Indoor Farm,,5,8,"Phase 1 (15 min)\u003cbr />Presentation on the basics of Kratky hydroponics.\u003cbr />Discuss the environmental and health benefits of this method.\u003cbr />Explain the concept of nutrient solutions, pH levels, and water conservation.\u003cbr />\u003cbr />Phase 2 (15 min)\u003cbr />Explain how to choose the right plants for Kratky Hydroponics.\u003cbr />Demonstrate how to mix and manage the nutrient solutions and discuss the importance of maintaining proper pH levels.\u003cbr />\u003cbr />Phase 3 (1 hour)\u003cbr />Participants start assembling their Kratky hydroponic grow kits by placing growing medium in containers, insert net pots, and prepare for seed planting.\u003cbr />\u003cbr />Participants plant seeds in their grow kits. while being guided on seed depth and spacing.\u003cbr />Labels are provided to identify the planted seeds.\u003cbr />\u003cbr />Phase 4 and Closing Activities (30 mins)\u003cbr />Discussion of common problems in Kratky hydroponics (e.g., pests, algae, nutrient deficiencies).\u003cbr />Provide solutions and preventive measures for these issues.\u003cbr />Learn how to recognize and address early plant growth issues.\u003cbr />\u003cbr />Discuss how to care for and maintain their Kratky systems at home.\u003cbr />Provide participants with a follow-up resource packet, including care instructions, maintenance tips, and additional resources.\u003cbr />\u003cbr />What makes our experience truly special is the fusion of art and agriculture in a hidden hydroponic farm within Bushwick's art studio. This event fosters a sense of community and shared learning."
https://www.airbnb.com/experiences/3478800?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,"Ferry, Lower Manhattan, SoHo & Midtown grand tour & photos",,5,152,"Join me on a most glorious urban hike tour through seven famous areas of Manhattan which also includes a magnificent ferry ride that captures the coastal dimensions of NYC, while viewing the Statue of Liberty, Ellis Island and a brief moment on Staten Island. We will begin at the Ferry Building, followed by where NYC began her history in 1624, as well as where the government and presidency of the United States first came into existence. The world's largest financial district, and stock exchange, then the most historic tavern and church will lead us to a short subway ride that will begin our SoHo, Little Italy, Little Paris and NoLita portion, followed by a subway ride to Midtown, and entering the majestic Grand Central Terminal, followed by the NY Public Library, and ending at magical Bryant Park.\u003cbr />\u003cbr />Add to this, a fairly large photo album chronicling many of your exciting experiences on this tour. \u003cbr />\u003cbr />All this, and we will only cover three and a half miles. This urban hike trail is easy for all, as it is flat. Midway on the tour, we will make a brief stop for something to eat..\u003cbr />\u003cbr />If you're interested in a different time slot, please message and we can see if this is possible."
https://www.airbnb.com/experiences/3139107?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Quick Central Park Editorial Photo Session,138 ,5,30,"BOOKING: ***If you don’t see a time, date, or location that works with your schedule, Message Stacie through AirBnb for scheduling and location options.\u003cbr />\u003cbr />This is a Central Park Portrait Session with an Upper West Side local professional photographer who loves to share fun facts about Central Park's most popular promenade. In between locations and poses, you'll learn trivia (specific to Central Park). I photograph lots of micro-weddings, elopements, and proposals in Central Park with my business, Stine Creative Photography.\u003cbr />\u003cbr />Locations: We will meet across from The Dakota, then walk to Cherry Hill, the Lake, Bow Bridge, Bethesda Fountain and Terrace, and The Mall. We will hit all of these locations at a relaxed pace in one hour. \u003cbr />\u003cbr />During the Session: This is a private session; Price per person.\u003cbr />\u003cbr />Rescheduling: Only allowed due to weather.\u003cbr />\u003cbr />What to wear: Keep it casual or dress it up; One Outfit; Weather appropriate and have comfy shoes you can walk paths, hills, and stairs in.\u003cbr />\u003cbr />Posing: You can expect both candid prompts and posed prompts from me. \u003cbr />\u003cbr />Photos: You’ll receive an online gallery of 8 edited high resolution photos 1 week after your session with an option to purchase more photos at $10 a photo; I do not send Raw or unedited photos.\u003cbr />\u003cbr />Contract: You will be required to sign a standard copyright and licensing photography contract Stacie uses with all her clients."
https://www.airbnb.com/experiences/4079305?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Private Photo Shoot in the Metropolitan Museum of Art,230 ,5,21,"The Metropolitan Museum of Art is a must see attraction when visiting NYC. Why not have a photoshoot in one of the largest art museums in the Western Hemisphere? This experience is perfect for couples, singles, friends, basically anyone visiting the Met and want to capture their time there. \u003cbr />\u003cbr />What does this include? You will get FREE (General Admission) entry to the Museum, a 1 hour photoshoot inside the museum, and up to 45+ photos edited and retouched sent to you within 1-2 days! Not sure where to take photos? Don't worry, I have a few great spots lined up for us or if you have suggestions, feel free to share! \u003cbr />\u003cbr />Once we are done with the shoot and say our goodbyes, you can choose to stay and explore more of the museum. Your entry ticket is good for that day so take advantage!\u003cbr />\u003cbr />*** If there's a date/time that fits your schedule better, let me know and I'm happy to accommodate you when I can! If you would like to book me for a different location/ type of session you can also message me here. Please note that the museum is closed on WEDNESDAYS.\u003cbr />\u003cbr />*Photoshoots are just between me and you (or your group)\u003cbr />*No outfit changes\u003cbr />*My price is per person.\u003cbr />*If you have questions feel free to message me  :)"
https://www.airbnb.com/experiences/2641226?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Introduction to Urban Sketching,55 ,5,12,"If you're looking for a fun, artsy experience that will help you take in the sights of New York City, this is it! \u003cbr />\u003cbr />Drawing on location is an excellent way to slow down, appreciate the beauty of urban landscapes, and walk away with useful creative skills.\u003cbr />\u003cbr />This 90-minute lesson is designed to help absolute beginners become comfortable drawing directly from sight. We'll begin with a short discussion, three exercises, and then a final drawing. You might only know how to draw a stick figure in the beginning, but, in the end, you'll have a solid method for drawing landscapes with confidence. \u003cbr />\u003cbr />Our materials are simple - an ink pen and a sketchbook, both of which I'll provide. You're also welcome to take the final drawing home–it will look great on the refrigerator!\u003cbr />\u003cbr />**Please register by visiting any of my social media pages (@kevin_zych) and clicking the link in my bio**"
https://www.airbnb.com/experiences/2201461?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,Central Park photo walk,,5,76,"Because of my background working side by side with models and actors, my clients appreciate my directions in front of the camera. My main priority is to create lasting memories of your trip to New York City while adding some flavor to your social media! For my photographs, we will start at the Bow Bridge snapshot and then head to Bethesda Terrace and fountain we'll make a pit stop at the mall and Gapstow Bridge where we'll take photos with the beautiful Manhattan skyline reflected on the lake.  \u003cbr /> I can assure you will find new places to bring your friends to Central Park and photographs to make your friends back home wish they were with you. \u003cbr />As an avid traveler who's traveled the world, I enjoy meeting new people from other countries. Once we become acquainted, you will become my model for 1 hour. ALTERNATE LOCATION OPTIONS: (taxi fee)\u003cbr />Grand Central $70\u003cbr />The Oculus $70\u003cbr />Times Square $70\u003cbr />Soho $80\u003cbr />Little Island $80\u003cbr />Hudson Yards (edge) $120\u003cbr />The summit $140\u003cbr />Top of the Rock $70\u003cbr />The flatiron $90\u003cbr />A preview link will be provided to all the photos. You can pick up to 1 complimentary and purchase as many extra photos as you want. All the unedited photos and 10 optional edits are included in private group bookings."
https://www.airbnb.com/experiences/2599805?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,The Cupcake Tour of New York City,65 ,5,3,"Come and discover the most delicious cupcakes in New York City on this world famous 2 hour walking tour with a professional licensed tour guide.\u003cbr />\u003cbr />All cupcakes are included, customers can even design their very own personalized cupcake. Enjoy jump the line access to New York's best bakeries, and burn off those calories visiting famous New York landmarks along the way.\u003cbr />\u003cbr />Perfectly formed. Lovely to look at. Delicious to eat. Elaborate, sweet, and often decadent, cupcakes are delightful desserts that spark the inner child within us. In the last few years, the humble cupcake has taken on new popularity. Trendy cupcake shops have opened up all over New York City, and The Cupcake Tour of New York takes you round the best, where you can sample the diversity of heavenly cupcakes on offer, and even build your own custom cupcake!\u003cbr />\u003cbr />- Design your own cupcake in one of our stores\u003cbr />- Jump the line access to New York's best bakeries\u003cbr />- All heavenly cupcakes are included in the ticket price\u003cbr />- Learn the amazing history of America's favorite dessert\u003cbr />Other things to note\u003cbr />All food is included. 7 tastings on the go (sidewalk tastings, or done inside the establishments)"
https://www.airbnb.com/experiences/1097192?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,New York City Running Tour - Highlights of Central Park,42 ,5,3,"It is time to cross \""Running Through Central Park\"" off your bucket list!! Join us to Sweat & Sightsee with a local runner to experience the highlights of Central Park...all while doing something you love! \u003cbr />\u003cbr />This is 4.6-mile (approximately 7 km) tour through the lower section of the Park was designed with exciting stops along the route to interest all runners and is paced to accommodate all running levels. \u003cbr />\u003cbr />From the Dairy to Bethesda Terrace and Strawberry Fields, up through the Ramble, to the site of Seneca Village, across the lower section of the Reservoir, down through the Zoo and much more. You will walk away with a unique perspective of the park, and becasue you get your miles in...feeling like yourself. \u003cbr />\u003cbr />It is not always about what you see when you are in the park but more the feeling you get as you wind your way through, making lasting memories through the stories you hear, the photos we take and our connection through running."
https://www.airbnb.com/experiences/3090265?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,"Coffee, Dessert, and Photo Session in Central Park",138 ,5,24,"BOOKING: ***If you don’t see a time, date, or location that works with your schedule, Message Stacie for the time you need. \u003cbr />\u003cbr />Stacie offers a private 1 1/2 hour Central Park photo session that includes local dessert, local coffee, and lots of fun facts about Central Park. This is her most popular experience!\u003cbr />\u003cbr />Locations: We'll meet at Plant Shed! This is our time to break the ice and relax a bit before your photo session. After drinks & treats, we'll venture over to the park for photos!\u003cbr />\u003cbr />This experience focuses on photos at the coffee shop,  Shakespeare Garden, Belvedere Castle, The Ramble, Bow Bridge, Cherry Hill, and Bethesda Fountain. Your photos will include both nature and cityscapes. \u003cbr />\u003cbr />Cancelling/Weather: Schedule your session closer to the beginning of your NYC visit just in case we have to reschedule because of weather. I’ll reach out if weather is looking problematic 24 hrs. before our session. You can cancel up to 24 hrs before our session.\u003cbr />\u003cbr />Posing: You can expect both candid prompts and posed prompts from me. \u003cbr />\u003cbr />Gallery: You’ll receive an online gallery of 8 edited high resolution photos one week after your session with the option to purchase more at $10 a photo; I do not send unedited photos or Raw JPGs.\u003cbr />\u003cbr />Contract: You will be required to sign a standard copyright and licensing photography contract Stacie uses with all her clients."
https://www.airbnb.com/experiences/4137748?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,Immigrant New York Food Tour- Lower East Side,72 ,5,5,"Immerse yourself in the vibrant history and culinary traditions of the Lower East Side. Explore authentic flavors from Chinatown, Little Italy, and more, celebrating New York City's rich immigrant heritage.\u003cbr />\u003cbr />Why You’ll Love This Tour:\u003cbr />- Cultural Insights: Discover neighborhoods enriched by immigrants, now trendy culinary hotspots.\u003cbr />\u003cbr />- Diverse Culinary Stops: Sample dishes like Italian cuisine at Mille Nonne, classic cannolis at Ferrara’s Bakery, legendary dumplings at Nom Wah, and Eastern European flavors at Kossar’s.\u003cbr />\u003cbr />- Support Local and Sustainable Practices: Engage with local businesses and sustainability efforts to preserve cultural and culinary integrity.\u003cbr />\u003cbr />Special Offers:\u003cbr />- Featured Food Stops: Enjoy traditional Chinese and Italian recipes that celebrate a rich cultural legacy.\u003cbr />\u003cbr />- Book Your Tour: Secure your spot for a profound journey through one of NYC’s most storied neighborhoods."
https://www.airbnb.com/experiences/3421445?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Williamsburg Vintage Shopping Tour With New York Stylist,220 ,5,13,"Experience designer luxury vintage shopping in New York City with a personal stlyist. I'm a stylist with 10 years of experience, published in Vogue, Bravo TV and worked with A- list celebrities & CEO's. \u003cbr />\u003cbr />With my structured session, I’ll help you find clothes you love – that fit with your body type, style and budget. We will visit some of Williamsburg best luxury vintage shops filled with designer vintage and unique statement pieces made in the best fabrics such as silks, chiffons, lace, wool, cashmere.\u003cbr />\u003cbr />THE EXPERIENCE \u003cbr />\u003cbr />-Personalized style development zoom call session where we will review eras, colors, shapes and textures that conform to your style. \u003cbr />-Create a mood board and outfits to assist us in our shopping tour. \u003cbr />-Shopping at 3-5 of the best vintage shops in Brooklyn \u003cbr />Each location is full of original vintage pieces, labels and designer, with price ranges of $15-$60.\u003cbr />-Wardrobe building \u003cbr />-Creating 1-3 styled fashion looks\u003cbr />\u003cbr />My goal is for you to discover a new passion for sustainable fashion and to walk away with amazing pieces and outfits that all compliment your unique style. During this experience you will also learn tips and tricks to become a savvier, more efficient shopper when shopping on your own in the future.\u003cbr />\u003cbr />I also offer private photoshoot sessions, custom wardrobe revamping and tailoring. Please message me for additional rates.\u003cbr />\u003cbr />Follow me @bloodlight_and_bambi"
https://www.airbnb.com/experiences/1505659?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Central Park & Fifth Avenue Walking Tour,,5,12,"Take a tour seeing some of the best sights NYC has to offer! The Central Park & 5th Avenue tour will give you the chance to check some of the most iconic spots that all tourists love. Accompanied by me, an officially licensed tour guide, you’ll start with beautiful stroll through Central Park before entering into the heart of the Big Apple. I’ll give you the history of some of the most infamous locations around the city. Visit all the spots on your bucket list in just one 3 hour walking tour: Rockefeller Center, Radio City Music Hall, Grand Central Terminal, Central Park, and more!\u003cbr />Other things to note\u003cbr />This is a walking tour, so comfortable shoes are definitely recommended. While there are some spots around to grab food, bringing snacks and drinks to take with you is probably a better idea."
https://www.airbnb.com/experiences/3479508?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Upper East Side Photo Shoot,230 ,5,6,"Feel free to request any other TIME/DURATION/LOCATION not listed here. You'll get around 100 unedited photos + 10 edited ones of your choice per each person.\u003cbr />\u003cbr />We will explore Upper East Side - one of the most famous neighborhoods in NYC. I'll also show you some secret spots, including architectural gems, cute local shops, cafes and so on.\u003cbr />\u003cbr />Please, take some comfortable shoes with you and sunglasses if it's sunny.\u003cbr />\u003cbr />If you have any additional concerns, feel free to reach out. I'd be more than happy to capture the most precious moments of your life and make this experience unforgettable!"
https://www.airbnb.com/experiences/2910603?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Bushwick Vintage Shop Tour With Personal Wardrobe Stylist Ny,220 ,5,8,"Experience vintage shopping with the best personal fashion stylist in Brooklyn, New York. I have over 10 years of experience, published in Vogue, Bravo TV and worked with A-list celebrities such as Leon Bridges, Whitney Cummings, and Trixie Mattel. \u003cbr /> \u003cbr />As your wardrobe stylist I will assist you in:\u003cbr />-Wardrobe building  based on color, fit, versatility, and lifestyle.\u003cbr />-Teach you how to use wardrobe to reinforce your identity rather than define it and exude an air of confidence that attracts others.\u003cbr />\u003cbr />THE EXPERIENCE \u003cbr />\u003cbr />-One-on-one video stylist consultation where we will develop mood board and your own personal style.\u003cbr />\u003cbr />-Custom shopping itinerary of 3-4 of Bushwick's sustainable vintage shops. Each shop is full with original vintage pieces, labels and designer, ranging from size 2-18, price ranges from $5-$60\u003cbr />\u003cbr />-Wardrobe building by creating 1-2 styled looks. \u003cbr />\u003cbr />My goal is for you to discover a new passion for sustainable fashion and to walk away with amazing pieces that  compliment your unique style.\u003cbr />\u003cbr />I also offer private photoshoot sessions, custom wardrobe revamping and tailoring. Please message me for additional rates. \u003cbr />\u003cbr />Follow me @bloodlight_and_bambi"
https://www.airbnb.com/experiences/1496468?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Discover the Secrets of Penn Station and Grand Central,184 ,5,13,"(Private tour)\u003cbr />\u003cbr />Join me and explore the secrets of iconic NY Pennsylvania Station and Grand Central Terminal on a walking tour! \u003cbr />\u003cbr />(Or if you just want to just explore Penn Station OR Grand Central, that's fine too -- let me know!)\u003cbr />\u003cbr />Highlights:\u003cbr />\u003cbr />• Understand the history of Penn Station and compare your exact locations with what was originally located there in the famously demolished structure.\u003cbr />\u003cbr />• Uncover remnants and artifacts lost to time from the original Penn Station, and explore the new Moynihan Train Hall while learning about plans for the busiest train station in the country.\u003cbr />\u003cbr />• Compare Penn Station to Grand Central Terminal, where we will arrive via the subway (exploring subway secrets along the way).\u003cbr />\u003cbr />• Discover Grand Central's secret bar, glass walkways, hidden tennis court, old theater, whispering walls, leaking ceilings, and much more.\u003cbr />\u003cbr />Great for groups, teams, and team-building!\u003cbr />\u003cbr />Note:\u003cbr />\u003cbr />• Since our tour starts outside, a MetroCard swipe or OMNY tap will be required to enter the subway system.\u003cbr />\u003cbr />• Please consider bringing comfortable shoes and water. Experience involves traversing an underground environment, and walking up and down many steps.\u003cbr />\u003cbr />• This tour visits areas open to the public and does not access any restricted areas.\u003cbr />\u003cbr />• Exact route and tour length may vary slightly based on the MTA’s weekend schedule."
https://www.airbnb.com/experiences/187682?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Stunning New York Skyline/Private tour,69 ,5,15,"The Manhattan skyline is one of the best experiences, if not the best, a New York visitor can have, and New Jersey's waterfront offers by far the greatest views. We'll enjoy them from different scenic points along the Hudson River, making stops at Hoboken (Frank Sinatra's childhood town and home of the original Carlo's Bake Shop, which we will visit),  a chilling 9/11 Memorial, and the Water's Soul sculpture in Jersey City, as well as the old dueling grounds in Weehawken where Alexander Hamilton was mortally wounded, which offers amazing views of the skyline. Aside from the views, visitors will experience a side of New York few tourists discover: The majestic Hudson River; a quiet, relaxed lifestyle on million-dollar luxury condos by the river and in old buildings atop a cliff, and the charming neighborhoods on the river banks. There will be frequent stops to take pictures and have a snack enjoying the views. Get ready to be overwhelmed by the unique Manhattan Skyline, in the company of a local who can't get enough of this fascinating spectacle. We'll use a comfortable electric car with a panoramic sunroof."
https://www.airbnb.com/experiences/1262410?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Learn photography from nyc pro,92 ,5,8,"In This experience you will be learning from a nyc pro photographer  who shoots everyday and has established himself on Airbnb as one of the of the  best rated Airbnb photography experiences, my goal is to teach you what I’ve learned over the past 10 years and give you all that knowledge in a hour and half session ! First we will meet up at our first location 72st Central Park west and go from the very beginning basic of the camera ! Also you can bring yours if not you can learn from my cameras! I will teach you every setting you need to know in the camera , shutter speed,  iso, lighting, frame rates etc!! We will be shooting and learning from your mistakes so we can correct them! I believe that’s the best way to learn trial and error. Also as a male model too  you can use me to shoot some portrait shots as well we can shoot landscape shots all depends on what your more interested in. by the time the session is over you will have tons of fun with loads of knowledge and experience and secret places to shoot in nyc :) ! Thanks !"
https://www.airbnb.com/experiences/3282091?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Instagrammable Flower and Coffee Photo Session with Lattes,147 ,5,10,"This is a dreamy florally new york city photoshoot and latte tasting at the cutest floral cafe, Remi43 NYC!  I'm Stacie, an upper west side photographer, and I'll buy the drinks and take the photos! You'll have a latte photos you'll want to post on social media after our adventure here! \u003cbr />\u003cbr />We will start at Remi43 NYC, but will get some great taxi, cityscape, and cross walk photos as we walk by the Chrysler building to Grand Central Terminal (both inside and outside). We finish at Bryant Park/new york public library.\u003cbr />\u003cbr />BOOKING: ***If you don’t see a time or date that works with your schedule, Message Stacie so she can work with your schedule and discuss location options.\u003cbr />\u003cbr />During the Session: This is a private session; \u003cbr />\u003cbr />What to wear: Keep it casual or dress it up. The Longest amount of walking will be about 15-20 minutes.\u003cbr />\u003cbr />Posing: You can expect both candid prompts and posed prompts from me. \u003cbr />\u003cbr />Photos: You’ll receive an online gallery of 8 edited high resolution photos (with an option to purchase extra photos at $10 a photo) 1 week after your session; I do not send Raw or unedited photos. \u003cbr />\u003cbr />Cancel/Reschedule available.\u003cbr />\u003cbr />Contract: You will be required to sign a standard copyright and licensing photography contract Stacie uses with all her clients."
https://www.airbnb.com/experiences/3123118?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=031742ae-c760-4d1c-9d66-43aab4b745fe&searchId=f875ebf6-347c-421a-b33d-f55e2f31a5ed&sectionId=d6211bd6-4379-44e8-a967-a9be20e481b1,Haunted Village of New York City Walking Tour,33 ,5,3,"New York City’s beautiful, historic Greenwich Village neighborhood is one of the most haunted areas in America. Your guide has personally conducted extensive research to uncover stories that will not be heard on any other haunted tour of New York. Come explore a church graveyard haunted by the spirit of Peter Stuyvesant, director- general of this colony from 1647-1664. Experience the supernatural stirrings of those killed in the bloodiest riot in New York City history. Step inside one of the oldest and most haunted bars in New York City. Walk in a popular park built over the unmarked graves of thousands of destitute New Yorkers and feel the eerie sensation emanating from a tree known as the Hangman’s Elm. The tour ends at the most haunted house in New York City inhabited by 22 different ghosts and the site of a grisly murder. Find all this and more on this Haunted Tour of Greenwich Village. Come… if you dare!"
