link,name,price,description,total_rating,number_of_ratings
https://www.musement.com/us/new-york/statue-of-liberty-fully-guided-tour-with-ellis-island-356390/,Statue of Liberty fully guided tour with Ellis Island,$69.00,"Join the only tour group allowed on the first ferry of the day to Liberty Island! Avoid the crowds as you take in the history of this iconic American site with your local guide.
Begin your day at The Battery (formerly known as Battery Park) and board the earliest ferry of the day (morning tour only) to avoid the swelling afternoon crowds. Sail away from Manhattan to greet the Statue of Liberty and dive deep into the story of how Lady Liberty came to be. As you tour the island, your guide will share the incredible historical facts that fuel your understanding of just how important this monument truly is. Take in beautiful views of the famed New York skyline, the Brooklyn Bridge, and the surrounding environs. Wander through the Statue of Liberty Museum and stand mere feet from Lady Liberty’s original torch!
After the Statue of Liberty, board the short ferry to Ellis Island – another mammoth site in the history of the United States. Your guide sets the tone with a brief introduction and provides recommendations on how to get the most from your visit. Then you can explore this special place at your own pace. You'll have time to wander the site, enjoy the official audio guide, search the passenger records for family names, or pause for a quick bite to eat at the popular cafeteria. You are also welcome to return on the ferry with your guide.",4.8,2
https://www.musement.com/us/new-york/american-dream-blacklight-mini-golf-experience-tickets-403331/,American Dream Blacklight mini golf experience tickets,$20.00,"Experience a 18-hole mini golf game with an out-of-this-world black light and extra-terrestrial digs. Make your way through alien territories, uncharted planets and fun spaceships, all under the glare of vibrant colors and black lights.
Explore this fully glow-in-the-dark experience, located inside American Dream, New Jersey's newest indoor shopping and entertainment center just 4 miles from New York City.
Book your tickets now and take your mini golf game to a whole new dimension!",,0
https://www.musement.com/us/new-york/american-dream-tilt-museum-admission-ticket-403347/,American Dream TilT museum admission ticket,$15.00,"Step inside world renowned urban art master Tracy Stum's magical space and become a part of the art.
ABOUT AMERICAN DREAM
American Dream, developed by Triple Five Group, is an unparalleled mix of world-class entertainment, retail and dining, comprising more than 3 million square feet just minutes away from New York City in East Rutherford, New Jersey. American Dream is home to leading attractions, including DreamWorks Water Park, Nickelodeon Universe Theme Park, LEGOLAND Discovery Center, SEA LIFE Aquarium, Big SNOW Ski Hill, Dream Wheel – a 300-foot observation wheel overlooking the NYC skyline, as well as attractions debuting soon such as The Game Room Powered by Hasbro and Skip Barber Racing Go-Kart Academy. American Dream’s immersive luxury shopping and dining experience – The Avenue – features Saks Fifth Avenue, Hermès, Saint Laurent, Dolce&Gabbana, Carpaccio, a fine-dining Italian restaurant, and much more. The retail collection is further expanded with flagship locations for Aritzia, H&M, PRIMARK, Uniqlo, Sephora and Zara; as well as the Toys“R”Us global flagship, the only standalone location in the U.S, the first-ever physical MrBeast Burger restaurant, and the world’s first and only “candy department store,” IT’SUGAR.",4.5,2
https://www.musement.com/us/new-york/gossip-girl-sights-bus-tour-2583/,Gossip Girl sights bus tour,$66.00,"Get ""spotted"" visiting the most famous locations in Manhattan from the popular, teen drama Gossip Girl. From the Upper East Side to Grand Central Station, this bus tour will show you around the playground of Manhattan's elite. The tour begins in the courtyard of the New York Palace Hotel, owned by Bass Industries in the series. Continue through Madison Avenue and down iconic Fifth Avenue, where you'll spot the exterior of Blair Waldorf's apartment building.
Pass the Cooper Hewitt National Design Museum and the candy store where Dan helped Vanessa shop for Nate. Afterwards, you'll explore Central Park, venue of Chuck and Blair's wedding. The tour concludes where the very first episode and opening scene of the series were shot - at Grand Central Station.
Other highlights include:
The Vera Wang boutique where Blair tries on her wedding gown
Constance Billard & St. Jude's schools
Steps of the Metropolitan Museum of Art (AKA, The Met)
The Empire Hotel, the site of Chuck Bass’ newest home and business
Henri Bendel store, where Blair and Serena shopped",,0
https://www.musement.com/us/new-york/city-sightseeing-hop-on-hop-off-bus-tour-of-uptown-and-downtown-new-york-171339/,City Sightseeing hop-on-hop-off bus tour of Uptown and Downtown New York,$60.00,"Explore New York City onboard a panoramic City Sightseeing bus and enjoy the benefits of two hop-on-hop-off tour routes across the city that will allow you to see your favorite attractions.
The Uptown route will take you to the magnificent Central Park, a green oasis in the middle of the concrete jungle. You'll also be able to go through Fifth Avenue and its glamorous businesses or pass by the Metropolitan Museum, the Lincoln Centre and other landmarks in the area.
If you switch to the Downtown route, you'll be able to admire Rockefeller Plaza, SoHo, Little Italy and of course, the famous Empire State Building, amongst other points of interest that you definitely do not want to miss.",3.8,3
https://www.musement.com/us/new-york/private-metropolitan-museum-of-art-skip-the-line-guided-tour-277674/,Private Metropolitan Museum of Art skip-the-line guided tour,,"The Metropolitan Museum of Art is one of the greatest museums in New York. Your trusty and knowledgeable guide will escort you through this private museum tour and will enlighten you with facts on history and works of art. The Met houses display an array of artifacts coming from Ancient Greece, Egypt, and modern art from Europe. The tour starts off at the Great Hall before moving to the museum’s most notable galleries. With stops at the Medieval Gallery, the American and European wings you’ll see and learn about various iconic painters and paintings.",5,2
https://www.musement.com/us/new-york/central-park-electric-scooter-tour-287689/,Central Park Electric Scooter Tour,$70.00,"Glide effortlessly through Central Park on a top-of-the-line fleet of electric scooters, on some of the best brands and models available while, accompanied by a local knowledgeable tour guide who will lead you to some of the parks most famous and lesser known destinations. Take in the beauty of the sculptures at the Bethesda Fountain, marvel at the impressive architecture of the historic buildings that surround the park, and take photos with scenic backdrops as you make your way along the tour.
Your tour will begin at 203 west, 58th street with a brief safety and etiquette lesson from your tour guide. Once you're all set, you're off! There are plenty of stops along the tour for rest, water, and photos. The tour ends right back at the starting location, which is just one block away from the park and easily accessible by public transit.",5,3
https://www.musement.com/us/new-york/off-broadway-tickets-to-the-play-that-goes-wrong-348516/,Off-Broadway tickets to The Play That Goes Wrong,$79.00,"The time is always right to see a Play That Goes Wrong, Broadway’s funniest and longest-running play!
Welcome to the opening night of The Murder at Haversham Manor where things are quickly going from bad to utterly disastrous. With an unconscious leading lady, a corpse that can’t play dead, and actors who trip over everything (including their lines), come to see why Ben Brantley of The New York Times calls The Play That Goes Wrong “A gut-busting hit!” This Olivier Award-winning comedy is a hilarious hybrid of Monty Python and Sherlock Holmes. It’s “a riotous explosion of comedy!” (The Daily Beast) and “tons of fun for all ages!” (HuffPost). Cindy Adams of the New York Post has just one word for you: “Go!” Get tickets now – it would be WRONG to wait!",,0
https://www.musement.com/us/new-york/lower-manhattan-private-walking-tour-with-ground-zero-and-9-11-museum-392073/,Lower Manhattan private walking tour with Ground Zero and 9-11 Museum,,"New York is one of America’s oldest cities and most of its rich history over the past four centuries centers around the southern tip of Manhattan. From the legacy of Dutch settlers to the Al-Qaeda terrorist attacks in 2001, it remains a place at the forefront of the human story. Go with your own guide on a journey around the city’s historic heart.
Your tour starts with the unpretentious tale of the early settlers to the city, from a sleepy Dutch trading post to the dazzling rise of the world's busiest financial capital. As you make your way through Wall Street, you will discover how an 18th-century street bazaar would eventually become a center for global commerce. Your expert local guide will give you valuable behind-the-scenes insight into some of the world’s most powerful financial institutions, as you walk by New York Stock Exchange and Federal Hall.
Spot where George Washington was inaugurated and enjoy the handsome Federal Reserve. There will also be a chance to pop into Trinity Church, which has roots dating back to 1697. At the National 9/11 Memorial, your guide will share with you the history of the World Trade Center, discuss the tragic events of 9/11, and walk you through the Memorial’s design. You will also visit St. Paul's Chapel, which miraculously survived the 9/11 attack. Your tour finishes with entrance tickets to the 9/11 Museum. Your guide will take you to the queue, and give you your timed tickets before departing with you.",,0
https://www.musement.com/us/new-york/broadway-tickets-to-the-book-of-mormon-4218/,Broadway tickets to the Book of Mormon,$116.50,"The New York Times calls The Book of Mormon ""the best musical of this century."" The Washington Post says, ""It is the kind of evening that restores your faith in musicals."" And Entertainment Weekly says, ""Grade A: the funniest musical of all time."" Jimmy Fallon of The Tonight Show calls it ""Genius. Brilliant. Phenomenal."" The Book of Mormon, the nine-time Tony Award®-winning Best Musical.",4.8,8
https://www.musement.com/us/new-york/new-york-city-downtown-sightseeing-cruise-54757/,New York City downtown sightseeing cruise,,"Join this tour to see the iconic New York city like you’ve never seen it before!
You will board from a convenient downtown pick-up location and begin your tour to admire the historic and awe-inspiring Statue of Liberty and a view-filled loop from Downtown to Midtown, and back. This scenic cruise offers a 90-minute comprehensive experience of NYC’s must-see sights: Statue of Liberty, Ellis Island, Empire State Building, Brooklyn Bridge, South Street Seaport, Battery Park, One World Trade Center, Hudson Yards and more!
Enjoy live onboard narration in English or follow along in one of nine languages using the Hornblower AudioTour Guide app.",4.7,27
https://www.musement.com/us/new-york/tour-of-greenwich-village-soho-little-italy-and-chinatown-in-french-6685/,"Tour of Greenwich Village, Soho, Little Italy and Chinatown in French",$69.00,"Join this 3h30 unique tour of Greenwich, Soho, Little Italy and China Town off the beaten tracks in French with a passionate French guide who knows New York's every popular joint and famous monument like no other. We're not talking about the usual tourist tour, but about a real trip in the heart of the ""Village"", where countless movies and tv series were filmed and to SoHo, this chic and trendy area full of luxury stores. Visit China Town and Little Italy for a very exotic mix of smells and authentic sights. During the tour, you will have many opportunities to try some typical delicacies like the NY Cheesecake, Chinese dumplings and italian cannoli and ice cream.
During this tour you will see:
stupendous houses and familiar architecture that you may have seen in movies or tv series
the ""village"": historical hotspot for artists and musicans alike
SoHo's in vogue neighborhood where cast-iron lofts are home to a number of luxury stores
Little Italy and its historically famous mafia lairs
China Town and its unique exotic atmosphere
and many more...",,0
https://www.musement.com/us/new-york/tickets-to-the-empire-state-building-observatory-at-sunrise-69714/,Tickets to the Empire State Building Observatory at Sunrise,$146.98,"Experience sunrise from the heart of NYC at the famous 86th-floor Observatory, 1,050ft above. Admire iconic landmarks like Central Park, Brooklyn Bridge, and Statue of Liberty. Explore 2nd-floor exhibits showcasing Empire State Building's evolution. Enjoy artistic displays on the revamped 80th floor and customize your NYC itinerary. Stay warm on the deck with heaters and reach the newly renovated 102nd floor for breathtaking views.",,0
https://www.musement.com/us/new-york/private-best-of-new-york-three-hour-walking-tour-with-photographer-7929/,Private best of New York three-hour walking tour with photographer,$166.67,"More extensive and inclusive than the Private best of New York two-hour walking tour with photographer, this 3-hour excursion offers more opportunities to see the city’s most renowned landmarks and offer you insider tips to remarkable NYC experiences. Together with your local New York guide and personal professional photographer, you’ll be taken along a 3-hour tour to about 5-6 iconic locations – depending on your preferences and pace. You’ll the best insider tips and ideas on the best neighborhoods, attractions, dining, and shopping destinations to use for the rest of your trip. Both the guide and photographer will teach you to ride the subway in real New York fashion while capture your experience along the way.
You’ll walk through Times Square and New York’s world famous Broadway district. There are NYC cabs racing by and theaters all around in this fast paced, high energy environment. You’ll then take the first subway ride of the tour, exiting next to Central Park. Immediately, you’ll notice a change in the scenery, pace and photo opportunities. You’ll stroll through the Southeast corner of Central Park, capturing amazing photos of you in the Park and the NYC skyline as a backdrop. You then exit the Park and walk thru the exclusive Upper East Side neighborhood lined with historic townhouses and brownstones. The area was initially settled by the wealthiest Americans, including the Vanderbilt’s & Rockefeller’s. While this may not have been on your itinerary for NYC, it exposes you to an off the beaten neighborhood. Naturally, your guides will give you some history and capture you in wonderful photos along the way.
Next, you’ll take your second subway ride to the Brooklyn Bridge. The views and photos from the bridge are breathtaking.
In addition, it is possible to include two of the following locations for the three hour tour: Grand Central Terminal, SoHo, Greenwich Village or Brooklyn.
Customizing Your Private Photo Tour
You can customize any tour. If you do not want to include Central Park or The Brooklyn Bridge, for example, and prefer more neighborhoods, the guides can certainly do so. If you prefer more of the Park and less neighborhoods, that can be done as well. The guides will do their best to accommodate your wishes.
After The Tour
Your guide or photographer will give you recommendations on how to spend the rest of your day and directions on how to do so",,0
https://www.musement.com/us/new-york/broadway-tickets-to-hamilton-4298/,Broadway tickets to Hamilton,$153.24,"Tony, Grammy and Emmy Award winner Lin-Manuel Miranda takes the stage as the unlikely founding father determined to make his mark on a new nation. From orphan to Washington's right-hand man, rebel to war hero, loving husband caught in the country's first sex scandal to head of the Treasury who made an untrusting world believe in the American economy, Hamilton is an exploration of a political mastermind.

George Washington, Thomas Jefferson, Eliza Hamilton and Aaron Burr all attend this revolutionary tale of America’s fiery past told through the sounds of the ever-changing nation we’ve become. Tony Award nominee, Thomas Kail, directs this new musical about taking your shot, speaking your mind and turning the world upside down.",5,5
https://www.musement.com/us/new-york/soho-little-italy-chinatown-guided-walking-tour-163570/,"SoHo, Little Italy & Chinatown guided walking tour",$39.00,"Embark on a unique walking tour and delve into the most captivating neighborhoods of New York City in one day. Explore the Cast Iron Historic District in SoHo and admire the wonderful 19th-century architecture. In Little Italy, uncover the stories of notorious mobster John Gotti at significant mob sites and then, you'll immerse yourself in the vibrant atmosphere of Chinatown.
This tour offers a fascinating glimpse into the early days of immigration and gang activity in NYC. With a knowledgeable guide, you'll efficiently navigate the city, making the most of your time.",4.8,2
https://www.musement.com/us/new-york/broadway-tickets-to-chicago-4306/,Broadway tickets to Chicago,$67.00,"A true New York City institution, Chicago has everything that makes Broadway great: a universal tale of fame, fortune and all that jazz; one show-stopping song after another; and the most astonishing dancing you've ever seen.
No wonder Chicago has been honored with 6 Tony Awards®, 2 Olivier Awards®, a Grammy®, and thousands of standing ovations.
It's also no surprise that Chicago has wowed audiences all around the world, from Mexico City to Moscow, from São Paulo to South Africa.
Whether you're looking for your first Broadway musical, whether you've seen the Academy Award®-winning film and want to experience the show live on stage or whether you've seen it before and want to recapture the magic, Chicago always delivers.",4.5,18
https://www.musement.com/us/new-york/aiany-around-manhattan-architecture-cruise-273726/,AIANY 'Around Manhattan' architecture cruise,,"Step aboard the teak decks of an elegant 1920s style yacht and enjoy NYC's architectural landmarks from the water. This 'Around Manhattan' architecture cruise has narration provided by members of the American Institute of Architects’ (AIA) NYC chapter and is general enough for visitors yet detailed enough for the locals. Aboard the yacht, you will experience a comfortable and unique tour through the Hudson, East, and Harlem Rivers from the climate-controlled and enclosed back-deck observatory or wander to the outer decks for fresh air and sunlight with a complimentary beverage in hand. You will be treated to one complimentary beer, wine, or champagne from the bar or soda, water, tea, or coffee. The cruise sails around the island of Manhattan while taking in monuments, architecture, parks, and infrastructure.
Tour topics and themes:
Exploration of planning visions for both reclaiming the post-industrial waterfront, as the ""6th Borough"", and addressing rising sea levels
Insightful coverage of Manhattan's classic spires, including the Chrysler and Woolworth Buildings, as well as a sharp focus on the new World Trade Center buildings and recent local, national, and international award-winning architects; including buildings by Frank Gehry and other noted international and local architects
The greater waterfront access allowed by new parks and recreation piers, including the ecologically driven features designed by leading landscape architects
The Statue of Liberty, Ellis Island, and the newest waterfront monument: Roosevelt Island's FDR Four Freedoms Park
NYC's engineering masterpieces: the Brooklyn and George Washington Bridges as well as lesser known ""swing bridges"" along the Harlem River
The adaptation of the Highline as an elevated, linear park and its role in the development of West Chelsea and Hudson Yards
The story of post-WWII urban renewal and public housing along the waterfronts of the Lower East Side and East Harlem",,0
https://www.musement.com/us/new-york/discover-african-american-culture-tour-in-central-harlem-277152/,Discover African-American culture tour in Central Harlem,Free,"If you love learning about history and culture, this tour in Central Harlem is perfect for you.
Learn the history of Central Harlem during the Harlem Renaissance, the Civil Rights era, and the current era. The area is known to be the mecca of African-American history and home to jazz and Lindy Hop & Swing. Today, it's still famous for its amazing arts, dining, and shopping center. In this tour, you will visit Little Senegal, Apollo Theater, Speaker’s Corner, and Hotel Theresa.",,0
https://www.musement.com/us/new-york/nyc-chinatown-and-little-italy-guided-food-tour-282559/,NYC Chinatown and Little Italy guided food tour,$79.00,"Tacos, dumplings, bagels... America's food scene wouldn't be the same without immigration! Join this tour to try firsthand some iconic NYC treats while learning about the history of sites in the Lower East Side, Chinatown and Little Italy.
Your tour starts off at a location where many new citizens are made official, City Hall. You'll make your way in a loop around the NYC LES, seeing 100-year old bakeries, churches, and historic sites. You'll stroll the streets of Little Italy, marvel at former and still operating synagogues and Jewish clothing stores, explore the Lower East Side Tenement Museum and the African Burial Ground as well as the exciting streets of Chinatown. Along the way on your New York City food tour, you'll get to try out some amazing food. Knishes, prosciutto, dumplings, and more.
To take your experience to the next level you can choose to have a private guide, just for you and your group! Simply select the option you prefer at checkout.",,0
https://www.musement.com/us/new-york/woodbury-common-premium-outlets-shopping-from-manhattan-24409/,Woodbury Common Premium Outlets shopping from Manhattan,$45.00,"Do you like shopping? If so, this full-day experience is for you! You'll be spoilt for choice with over 220 stores such as Ralph Lauren, Calvin Klein, Diesel, Gap, Nike, Puma, Timberland and Tommy Hilfiger.
Starting from hopping onto your bus from Times Square, you'll be on your way and will feel your excitement growing as you approach Woodbury Common Premium Outlets. Then, once you're inside this largest outlet center on the East Coast, it's your choice with which shops you would like to start.
Plus, to complete your experience, your ticket includes a VIP coupon book worth hundreds of dollars in extra savings so you can save up to 90% on clothes, shoes, accessories and more at your favorite stores, before your bus back to Manhattan.",4.5,5
https://www.musement.com/us/new-york/big-bus-tour-of-new-york-1-286080/,Big Bus tour of New York,$58.00,"Experience New York’s top sights and attractions at your own pace. This New York bus tour serves up the Big Apple in perfect slices! Ride an open-top double-decker bus and hop off anytime you want to explore the city's famous neighborhoods and hidden gems.
Heading downtown you will see New York’s famous landmarks from Times Square to the Empire State Building and the world-famous Brooklyn Bridge. On the Uptown Loop, you will see parts of Midtown, including Bryant Park and Grand Central Station, before heading north to catch views of Central Park and Museum Mile. Hop on or hop off at your leisure to create your own customized journey around the city.
Both loops feature amazing pre-recorded commentary.
Explore Downtown (Red Route):
M&M's World
Times Square East
Empire State Building / Korea Town
Flatiron District
SoHo
Chinatown / Little Italy
Brooklyn Bridge
Wall Street / Charging Bull
Statue of Liberty / Battery Park
Circle Line Sightseeing
Explore Uptown (Blue Route):
Hope Sculpture
Times Square East
The Metropolitan Museum of Art
Central Park Zoo
Columbus Circle
Carnegie Hall",4.1,3
https://www.musement.com/us/new-york/new-york-city-evening-lights-sail-on-the-adirondack-35524/,New York City evening lights sail on the Adirondack,$90.00,"Experience New York City ike you never have along the bright and beautiful borough of Manhattan! Climbing aboard Adirondack, an 80-foot wooden pilot schooner, you’ll quickly forget the mayhem and noise of Manhattan street life. You’ll see the Manhattan skyline and Ellis Island illuminated by the night lights. Enjoy views of the Statue of Liberty from the harbor.
Some of the night's beautifully lit highlights will include:
Chelsea Piers, a famous stretch of docks on the Hudson
Battery Park, a green haven resting on the southern tip of Manhattan
Ellis Island, the immigrant doorway to America from 1892 to 1954
The engines will be turned off as much as possible so sit back and enjoy the ride.",,0
https://www.musement.com/us/new-york/9-11-memorial-tour-with-priority-entrance-observatory-tickets-286120/,9-11 Memorial tour with Priority Entrance Observatory Tickets,$79.00,"Begin a moving journey at one of the most tragic sites in US history. Visit St. Peter’s Church a place where families and friends came to pray, offer support and await news in the immediate aftermath of the attacks; as testified by the hand-drawn cards and memorials, personal memorabilia and photographs that still hang here. With a local guide leading the way, you’ll see special spots away from the major landmarks.
At the 9/11 Memorial, your guide will make your visit a bit more special. Together you’ll see the Twin Reflecting Pools, built in the footprints of the World Trade Centre and engraved with the names of every victim. Learn about all the little details that make this experience more touching; like how staff place a single rose in the name of each victim on their birthday.
You'll also get to visit the Fireman’s Memorial to pay tribute to those brave men and women who worked around the clock after the attacks. See the Survivor’s Tree, a single tree that miraculously survived the attacks and was nursed back to health by New Yorkers, as a symbol of their enduring strength.
The highlight of your tour comes at the end with a visit to the brand new One World Observatory. With pre-reserved tickets, your visit is guaranteed to go ahead regardless of how large the crowds are.",5,1
https://www.musement.com/us/new-york/niagara-falls-day-trip-from-new-york-with-optional-boat-tour-50259/,Niagara Falls day trip from New York with optional boat tour,$269.00,"During your visit to New York, don’t miss the allure of one of the most amazing natural wonders of the world--Niagara Falls! Your day will begin with an early morning departure from Times Square in Manhattan. You’ll travel by comfortable motor coach, with your bilingual tour guide, enjoying the scenic landscape of upstate New York on your journey north.
Upon arrival at your destination, enjoy the adventure, beauty and natural wonder of the Niagara Falls aboard the historic Maid of the Mist boat cruise. During your visit, you will learn about the interesting history of these mighty waters and enjoy spectacular views of the falls from different vantage points.
You will have the opportunity for lunch on your own, souvenir shopping and exploration of the beautiful Niagara Falls State Park. After an unforgettable experience and wonderful memories, relax as you make your way back to Times Square, arriving between 11.00pm and midnight.",4.2,8
https://www.musement.com/us/new-york/battery-park-and-statue-of-liberty-self-guided-walking-audio-tour-329703/,Battery Park and Statue of Liberty self-guided walking audio tour,$14.99,"This self-guided audio and GPS tour of NYC’s Battery Park begins at the Netherlands Monument, where you’ll hear about the critical impact of the Dutch in early New York (did you know the city used to be called New Amsterdam?).
Next, those with any Italian heritage will definitely want to stop by the Alberti Marker and the statue of Giovanni de Verrazzano! The former was the first Italian to set foot in New York, while Verrazzano was an important explorer.
After that, visit the lovely pier, where you’ll hear the fascinating story behind the war memorials here, from the clock which serves as the earliest World War I memorial to the Korean War Memorial.
Then it’s on to the main event! Look across the waters to the world-famous Statue of Liberty. Learn the details of the statue’s hugely difficult construction, the symbolism behind it, and the man who made it all possible. Then turn to Ellis Island just beneath it to get a glimpse into the lives of New York’s early immigrants, all of whom landed on that very island before stepping into the New World.
Continuing on, you’ll get to visit an actual castle which once served as an important military fortress. On your way to the poignant World War II Memorial, learn more about how immigration transformed New York, and how New York transformed its new arrivals. Afterwards, find Staten Island on the horizon and hear the wild tale of how it was won in a boat race!
Finally, visit the unique, shining SeaGlass Carousel, a perfect place for the little ones to blow off some steam, and the perfect spot to pick up a boat to Staten Island or the Statue of Liberty.",,0
https://www.musement.com/us/new-york/skip-the-line-9-11-memorial-and-museum-with-statue-of-liberty-cruise-330017/,Skip the Line: 9-11 Memorial and Museum with Statue of Liberty cruise,$110.69,"Get to know every detail of the 9/11 Memorial with a knowledgeable guide, where you're guaranteed to hear sobering stories and accounts of America's most tragic day in history. With this guided tour, you'll gain an emotional and in-depth perspective about these grim moments. You'll also receive a skip-the-line upgrade to the Museum that will surely make you save a lot of time. Skip the notoriously long lines at the 9/11 Memorial Museum just in time for you to hop on a charming cruise where you can get amazing and breathtaking views of the Statue of Liberty, Ellis Island, and the Brooklyn Bridge. Your guided commentary provides context for the passing sights.",,0
https://www.musement.com/us/new-york/chelsea-market-high-line-and-meatpacking-food-history-tour-66017/,"Chelsea Market, High Line and Meatpacking food and history tour",$78.00,"Learn the secrets of Chelsea Market and sample the diverse fare. Then enjoy the incredible architecture and views from the world-famous High Line and take a photo in front of the Vessel at Hudson Yards.
Included on the food tour:
1. Pizza from Filaga
2. Seed + Mill mini ice cream cone
3. Taco from Takumi Taco
4. Doughnuttery doughnut
5. Bao bun from Mao's Bao
6. Eat Offbeat: Sahlab (hot chocolate) + Barazek (Syrian cookies) from our Social Impact partner
Notes: All of the tour guides are working actors or actresses so each tour comes packed with personality! This food tour is great for vegetarians. You can indulge in beer or wine (additional cost).",5,2
https://www.musement.com/us/new-york/statue-of-liberty-ellis-island-and-9-11-memorial-pools-guided-tour-330478/,"Statue of Liberty, Ellis Island, and 9-11 Memorial Pools Guided Tour",,"Experience three of New York City’s iconic sites with this small-group tour to the Statue of Liberty, Ellis Island, and the 9/11 Memorial. Start by boarding a ferry to Lady Liberty, marveling at the panoramic views, and heading to Ellis Island to learn about the immigrant experience. Once you return to Lower Manhattan, you can unpack the troubled history of September 11 at the 9/11 Memorial. With the entry fees, ferry ride, and guide all included, this tour offers a hassle-free way to see more in one day.",5,1
https://www.musement.com/us/new-york/new-york-city-financial-district-a-self-guided-audio-tour-332283/,New York City Financial District: A Self-Guided Audio Tour,$5.28,"A trip to New York wouldn't be complete without a quick stop at the legendary Wall Street where you can check out some major highlights such as the Stock Exchange, the Federal Reserve and of course the shimmering Charging Bull!
With this self-guided walking tour, you can explore this part of New York at your own pace mixing modern and older sites. You can even get a well-detailed history lesson that discusses the Dutch immigrants who settled the area, the takeover that claimed the land for England, and the eventual British surrender to a new, United States of America.
The sights you’ll see and experience along the way include modern art, historical monuments, and the unforgettable NYC vibe. The tour is ready whenever you are and the audio plays automatically at exactly the right time and place using your smartphone's GPS and the VoiceMap mobile app, which also works offline.",,0
https://www.musement.com/us/new-york/new-york-s-gangster-and-mob-guided-walking-tour-349268/,New York's gangster and mob guided walking tour,$35.00,"Discover New York City's historic past, that has been plagued by dark events and powerful criminals who took the law into their own hands, on this guided tour. You'll be able to explore notorious places while learning about gangs who occupied the city's neighbourhoods.
Learn about the organized crime that took place in Little Italy, and Chinatown, which was home to the Tong gangs, where the infamous two Tongs would rage war on each other. The battles were so violent the streets became known as “Bloody Angle”. Explore the underground tunnels and hear stories of their wars.
You'll know more about the Five Points, as the Irish escaped the potato famine in Ireland they landed in New York in the most poverty stricken slum in the city. See where the five points converged, and gang extortion, houses of ill-repute, and crime flourished.
Book now to experience the gangsters' playground!",3.8,1
https://www.musement.com/us/new-york/american-dream-mirror-maze-ticket-403603/,American Dream Mirror Maze Ticket,,"Experience amazement as you navigate your way through a mind-blowing landscape filled with neon lights, electric beats, endless corridors, and clever twists and turns around each corner.
American Dream, developed by Triple Five Group, is an unparalleled mix of world-class entertainment, retail and dining, comprising more than 3 million square feet just minutes away from New York City in East Rutherford, New Jersey. American Dream is home to leading attractions, including DreamWorks Water Park, Nickelodeon Universe Theme Park, LEGOLAND Discovery Center, SEA LIFE Aquarium, Big SNOW Ski Hill, Dream Wheel – a 300-foot observation wheel overlooking the NYC skyline, as well as attractions debuting soon such as The Game Room Powered by Hasbro and Skip Barber Racing Go-Kart Academy. American Dream’s immersive luxury shopping and dining experience – The Avenue – features Saks Fifth Avenue, Hermès, Saint Laurent, Dolce&Gabbana, Carpaccio, a fine-dining Italian restaurant, and much more. The retail collection is further expanded with flagship locations for Aritzia, H&M, PRIMARK, Uniqlo, Sephora and Zara; as well as the Toys“R”Us global flagship, the only standalone location in the U.S, the first-ever physical MrBeast Burger restaurant, and the world’s first and only “candy department store,” IT’SUGAR.",,0
https://www.musement.com/us/new-york/tickets-to-the-empire-state-building-observatory-1-444275/,Tickets to the Empire State Building Observatory,,"Explore the iconic Empire State Building in Manhattan for breathtaking 360-degree views from its Observatory, showcasing rich history and Art Deco beauty. Experience the building's evolution on the 2nd floor with interactive exhibits, original floor plans, sustainability insights, and cinematic highlights. Discover the revamped 80th floor's artistic exhibits, create a customized NYC itinerary, and ascend to the 86th floor Observatory for warm views of the Big Apple. Reach the newly renovated 102nd floor with floor-to-ceiling windows. Enjoy in-building dining and a gift shop, conveniently located near Times Square, Macy’s, Madison Square Garden, and Penn Station.",4.7,4
https://www.musement.com/us/new-york/iconic-nyc-architecture-photography-tour-7489/,Iconic NYC architecture photography tour,$125.00,"During your fast-paced architectural iconic NYC Photo Safari, you will explore some of New York City's most iconic landmarks: Times Square, the Chrysler building, Grand Central Terminal and the New York Public Library. Your professional photographer guide will show you the best vantage points to photograph these landmark buildings as you hone your photography skills.
You'll learn how to work with lines and angles to bring these buildings to life, as well as how to photograph architectural interiors and have a better understanding of white balance. In the end you'll take home iconic pictures of New York City that you'll be proud to share.
Note: Iconic NYC safaris scheduled in the afternoon take advantage of the sky's changing colors during the fading light of dusk, and conclude as the city lights come alive.",,0
https://www.musement.com/us/new-york/off-broadway-tickets-to-blue-man-group-4351/,Off Broadway tickets to Blue Man Group,,"Blue Man Group will rock your world, blow your mind, and unleash your spirit. Leave your expectations at the door and let three bald and blue men take you on a spectacular journey bursting with music, laughter and surprises. 35 million people of all ages, languages and cultures know what Blue Man Group is really about. Now it’s your turn.",,0
https://www.musement.com/us/new-york/central-park-full-day-bike-rental-with-picnic-box-5264/,Central Park full-day bike rental with picnic box,$70.77,"With over 47 miles of paths traversing 843 acres, Central Park provides the perfect backdrop for an amazing adventure: a green oasis in the heart of one of the largest cities in the world, it's best discovered by bike.
While on this tour, you'll not only take advantage of the endless paths, but you'll also be able to admire the art, architecture and history that make Central Park so unique.
Perfect for solo travelers or even families with children, that's a fantastic choice for both experienced and casual bike riders. You'll be provided with all necessary hequipment: a helmet, a color-coded map, a bike bag, and a chain lock, all free of charge. The only thing you'll need to provide yourself with is the desire to explore!",4,3
