link,name,price,avg_rating,number_of_ratings,description,keywords
https://www.airbnb.com/experiences/403234?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=96101f26-db0f-4bc8-8ab1-9eee4df23b17&searchId=ccf4c5f4-145e-48a9-91bf-e40e90cd8087&sectionId=44999ff3-4004-4be4-b67b-d66562a0dc52,Iconic Bars & Beautiful Rooftops,45,4.75,187,"Take a break from the fast paced city - have Photos and Drinks an some of NYCâs most iconic rooftops with gorgeous views of the city. Along with photos of yourself in the mist of the beauty. Weâll go to the rooftops with the best views of the city. Along with a quick boat ride over the Iconic Hudson River to some historic and craft cocktail bare! Free photos shoot is included on this tour of yourself in the mist of these iconic beauties.     Couples, friends, family, co workers students and solo travelers all welcomed!     You will also gain exclusive contacts for NYC nightlife Guestlists & tables",rooftops ; stunning views ; boat ride ; iconic hudson river ; craft cocktail bare ; nightlife guestlists ; tables
https://www.airbnb.com/experiences/4581299?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=dd0abbf1-ff83-4886-a0fa-2be24940a61b&searchId=21509724-2e38-475c-b3e0-a414744f17fc&sectionId=f3145ec7-f937-450c-8315-406c3ea192d2,Skyline Tour of New York City,55,4.75,4,"Experience panoramic views of the New York City skyline at night that will take your breath away, on this hop-on, hop-off tour that gives visitors access to the cityâs best kept secrets. Throughout the evening, take awe-inspiring photos of one of the most majestic skylines in the world, sprinkled with the twinkling lights of famous landmarks and iconic skyscrapers. No filters needed!  Pack your camera and your sense of adventure as Royal City Tours offers visitors the chance to experience one of the best kept secrets around â the New Jersey Waterfront. There is truly something for everyone to enjoy, and our professional guides will take you on a journey filled with breathtaking views, history, movie secrets, and other little-known facts about the City of Dreams.  Everywhere you look, youâll be rewarded with panoramic, postcard-worthy views of some of the worldâs most famous landmarks, including the Statue of Liberty, Ellis Island, One World Trade Center, Empire State Building, Times Square, the Brooklyn Bridge, as well as many other iconic locations.  Between our sightseeing stops, weâll have time to experience some culinary delights as well. Youâll be able to choose from a variety of delectable pastries and sweet treats at the legendary Carloâs Bakery, a Hoboken staple since 1910, and well-known to many visitors from the TV show âCake Bossâ.","royal city tours ; new jersey waterfront ; history, movie secrets ; city of dreams ; postcard-worthy views ; culinary delights ; delectable"
https://www.airbnb.com/experiences/4423042?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Discover East Village's most hidden Speakeasies-bars,27,4.74,34,"Come with us to visit some of NYC's most exclusive and hidden Speakeasies (hidden bars) and enjoy some world recognized award winning cocktails while we explain everything about what led to prohibition in the US, how it was enforced and how it was repealed.  PLEASE do NOT book this if you are landing at the airport the same day after 11 am.",hidden speakeasies (hidden bars) ; world recognized award winning cocktails ; prohibition ; landing at airport
https://www.airbnb.com/experiences/992847?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=031742ae-c760-4d1c-9d66-43aab4b745fe&searchId=f875ebf6-347c-421a-b33d-f55e2f31a5ed&sectionId=d6211bd6-4379-44e8-a967-a9be20e481b1,Chelsea Market and High Line Food & Fun,72,4.71,85,"Embark on an immersive culinary journey through New York City's Chelsea Market and beyond. This expertly guided tour blends mouth-watering flavors with a commitment to supporting local artisans and sustainable practices. Explore iconic locations and indulge in diverse dishes that showcase NYCâs vibrant gastronomic scene.    Why Youâll Love This Tour:  - Diverse Culinary Stops: Enjoy selections from Filaga Pizza, Takumi Taco, Joey Bats, Doughnuttery Doughnuts, Nom Wah, and Local Roots.    - Scenic Views and Historic Sites: Experience breathtaking views and stories of urban renewal.    - IG-Worthy Moments: Capture memorable photos against NYC's picturesque backdrops.      Support Sustainability: Contribute to the local community through partnerships with small businesses and social impact partners.    Special Offers:  - Complimentary Draft Beer: Enjoy a draft beer from The Bronx Brewery.    - Happy Hour Specials: Take advantage of specials at selected spots.",gastronomic scene ; iguala taco ; joy bats ; doughnuttery doughnuts ; nom wah ; local roots ; sustainability
https://www.airbnb.com/experiences/185749?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=031742ae-c760-4d1c-9d66-43aab4b745fe&searchId=f875ebf6-347c-421a-b33d-f55e2f31a5ed&sectionId=d6211bd6-4379-44e8-a967-a9be20e481b1,Made in Brooklyn TourÂ®,28,4.74,19,"The Made in Brooklyn Tour is an award-winning walking tour with a Made in Brooklyn theme that blends Brooklyn's distinguished history with visits to creative people and small businesses makin' it here right now. Shop for unique Made in Brooklyn products. Discover the innovators of Brooklyn's Industrial Revolution. Experience how the Digital Revolution has transformed Brooklyn into a creative community with a unique, sustainable lifestyle. And get a proud Brooklynite's perspective on what has made Brooklyn so great and see how Brooklyn is still makin' it today.    Please note:     - The tour lasts about 3 hours. We walk about 1.5 miles and make frequent stops.    - It's designed for adults 18 years and older.  - Sorry, pets are not permitted on the tour.",made in Brooklyn tour ; walking tour ; creative people ; small businesses ; industrial revolution ; digital revolution ; sustainable lifestyle ; pets ; adults 18 years
https://www.airbnb.com/experiences/2164870?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,Nyc Central Park E Scooter Tour,138,4.71,41,"The tour will begin at a location just south of the 7th avenue Central Park entrance. The first thing we'll do is have a brief safety lesson where I explain how the scooters work and give you some pointers about riding and etiquette in the park so the tour goes as smoothly as possible. We'll do some test runs, and then we'll be on our way!    I'll introduce you to a few friends of mine in the park before we go as well. Central Park has some of the most pleasant and kind people you'll ever meet!    We'll enter the park and I'll show you some of the super famous destinations that you've heard about in books, TV, and movies, and I'll uncover some hidden gems as well.    As we make our way through the park, I'll be spouting little known facts and various trivia about its history. Feel free to stop me, I won't be offended :)    If you'd like me to take photos for you at any point, I'm more than happy to do that as well! I'm quite the photographer.    As the tour comes to an end, I'll tell you about some of the ways in which the park is changing, as it always has with the evolving times!  Other things to note  Helmets and maps are included. Remember to wear comfortable clothes that are appropriate for the weather!",central park entrance ; safety lesson ; etiquette ; books ; television ; movies ; hidden gems ; photographer ; comfortable clothes ; weather ; etiquette
https://www.airbnb.com/experiences/179865?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,Dueling Pianos- An All-Request Party,37,4.71,59,"Imagine all of your favorite songs.  All in one evening - like the ultimate, personal playlist, alongside the funniest improvised show you've ever seen.  And you are the center of it all.  You and all of your new singing, drinking, dancing, laughing friends!  The longest running, all-request rock n roll party in NYC.  From rock, pop, country, hip hop, disco, hair bands - nothing is off limits! 4.5 stars on Yelp & Trip Advisor, and included as a \""Thing To Do\"" in Time Out NY - where else would you want to spend your Saturday night?!  As our special Airbnb guests, you'll get to meet & greet the performers before the show, ask any questions, get some inside information about the show. You will be prepared for the best show possible by the time we get started. Listen for a special *SHOUT OUT* from the stage during the show!  Great for couples, singles, and groups of ALL sizes!  A fun corporate event, first date, anniversary, or ANY fun night out.  Whether local or visiting NYC from out of town, it's never the same show twice!",time out nc ; Airbnb guests ; corporate event ; anniversary ; improvised show ; all-request rock n roll party
https://www.airbnb.com/experiences/194337?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=57b2776c-f7c3-4f13-a41c-bd6e8454b812&searchId=41928aa4-bd1f-4137-ac56-f1fd52786c74&sectionId=6938cd5c-c7a2-44ec-9095-8d5a27177e04,Fifth & Park Film/Fiction Walking Tour,69,4.71,35,"My delightful 90 minute walking tour takes you on a relaxed film & fiction experience of Manhattan's historic Carnegie Hill neighborhood.     The 3pm-available tour meets at the world-famous Metropolitan Museum of Art .     It ends at the Frank Lloyd Wright-designed Guggenheim Museum.     Hearty tourists can visit the Met museum before my tour, and visit the Guggenheim directly after!    See filming locations from: 5 to 7, The Amazing Spider-Man 2, Arthur, Marathon Man, Rich and Famous, Enchanted, Oceans 8, The Fisher King, Ghost Town, Mr. Popper's Penguins, Ransom, Melinda and Melinda, and When Harry Met Sally, and many more.     We'll see homes of literary icons such as: Eric Larsen, J.D. Salinger, Truman Capote, Harper Lee, and Tom Wolfe.    We'll visit Central Park, and see lovely architecture in one of the country's hottest filming locations.     We'll peek at the beautiful Church of Heavenly Rest cathedral where Keanu Reeves meets Charlize Theron in \""The Devil's Advocate.\""     Bird lovers will see a variety of waterbirds inhabiting the Jacqueline Kennedy Onassis Reservoir in Central Park!    We'll see the impressive Andrew Carnegie Mansion (a.k.a. The Cooper Hewitt Museum of Design) and savor the French Gothic Chateau architectural style of The Jewish Museum.      If it looks rainy, bring an umbrella. Dress appropriately and wear comfortable shoes.  Cheers!  âCole â917-836-0760",90 minute walking tour ; manhattan's historic Carnegie hill neighborhood ; metropolitan museum of art ; frank Lloyd Wright-designed guggenheim museum ;
https://www.airbnb.com/experiences/873943?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=57b2776c-f7c3-4f13-a41c-bd6e8454b812&searchId=41928aa4-bd1f-4137-ac56-f1fd52786c74&sectionId=6938cd5c-c7a2-44ec-9095-8d5a27177e04,New York City Highlights Bike Tour,59,4.70,40,"New York City arguably has more great sights per mile than anywhere else in the world, so why not make the absolute most of it with a 3-hour, 9-mile bike adventure through the city that never sleeps? Your guide, a highly-rated, professionally-licensed New York City tour guide, will take you on one of the most exciting rides of your life. Starting right by the Brooklyn Bridge on the Manhattan side, the tour takes you to Battery Park, Little Italy, and Chinatown before riding up to Washington Square Park. From there, our guide will take you along the Hudson Greenway. See where Sully Sullenberger famously landed a plane on the Hudson. You will view the newly constructed Vessel and Highline, then bike toward Times Square, Madison Square Garden, and the Empire State Building!    There is so much to see in Manhattan. Let our tour guides give you a unique perspective of the city, combining excitement with education and adventure to form an unforgettable three hours. This tour of the city allows you to both see attractions and neighborhoods while stretching your legs on a good, healthy workout. But donât worry, this isnât a race!     Other things to note  Please wear comfy and weather appropriate clothes.  All riders must be able to ride their own bikes and one person in the group must be at least 18.","new york city ; 7-mile bike adventure ; city never sleeps ; battery park, little italy, and chinatown ; washington square park ; weather appropriate clothes ;"
https://www.airbnb.com/experiences/392961?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,New Yorker Helicopter Tour 12-15 min,275,4.69,134,"From the moment you arrive at the Downtown Manhattan Heliport look for our friendly HeliNY staff in red shirts! They'll escort you into the heliport and prepare you for the best views of NYC around!    Safety is top priority for us so you'll have a life preserver put on and any bags that you have will be stored in complimentary lockers. Don't worry, camera's and cell phones can be taken aboard to capture those great views! While you wait we'll show you our safety video and assign seats based on everyone's weights!    We'll then take you out to the helicopter and take a picture of you. A digital or print copy can be purchased after the flight to show off to all your friends! Then the real fun begins! On our 12-15 minute New Yorker Tour you'll fly above the Hudson River all the way to Central Park! Equipped with noise cancelling headsets our pilots will point out these iconic landmarks:    -Statue of Liberty  -Brooklyn Bridge  -Ellis Island  -Chrysler Building  -Empire State Building  -Chelsea Piers  -Intrepid Sea, Air and Space Museum  -Central Park  -One World Trade Center  -Hudson Yards    Our tours depart every 30 minutes, we'll send you a set flight time once you've booked! We look forward to showing you our favorite view of NYC!    Other things to note:  Arrive 30 minutes before your flight time. Please call 24 hours in advance to confirm your reservation",downtown manhattan heliport ; heliport ; life preserver ; complimentary lockers ; camera's ; cell phones ; safety video ;
https://www.airbnb.com/experiences/661866?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,Chocolate Truffle Making Class,91,4.67,3,"You will learn to make chocolate truffles from scratch and learn the proper way of filling them, make layering them in delicious toppings of your choice.   This is a class that is hands on and very detailed and most importantly Fun!   All supplies are included.  Other things to note  No wheelchair ramp.   1 small flight of stairs:",chocolate truffles ; toppings ; wheelchair ramp ; small flight of stairs
https://www.airbnb.com/experiences/1086276?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Plant Based Ravioli Cooking Classes,110,4.67,3,"Prepare to embark on a delightful culinary journey filled with learning, laughter, and delectable flavors.    In this hands-on class, you'll dive into the art of pasta-making as we guide you through the step-by-step process of creating exquisite vegan ricotta and spinach-filled ravioli from scratch. From mixing and kneading the dough to shaping and filling each delicate parcel, you'll learn essential techniques that will elevate your cooking skills to new heights.    Our classes typically run for approximately 2 hours, allowing plenty of time for you to immerse yourself in the experience and perfect your pasta-making prowess. Whether you're a seasoned home cook or a complete novice, our friendly instructors will provide all the support and guidance you need to succeed.    But the real magic happens when we gather around the table to enjoy the fruits of our labor. Picture yourself seated among fellow food enthusiasts, indulging in a shared meal featuring the freshly made ravioli you crafted with your own hands.    And for those who are 21 years old and above, we'll raise a toast to our culinary success with a glass of wine, adding an extra touch of sophistication to our dining experience.  Reserve your spot now and get ready to create memories that will last a lifetime.","culinary journey ; learning, laughter, delectable flavors ; pasta-making class ; vegan ricotta-filled ravioli ; kneading"
https://www.airbnb.com/experiences/1463716?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5ede4bf8-0001-4f11-9d73-3cd9f37387d5&searchId=7f3a971f-a0a1-4920-912d-bf3bb2ba830e&sectionId=682e1afc-c097-460b-a047-d497557c9559,Central Park Bike Tours,36,4.66,61,"During this tour, we'll visit and learn about some of Central Park's most notable sites and the history and significance behind them. After the two hour adventure is over, you'll leave with new knowledge about the world's most famous park, and some awesome photos as well.    When you arrive at the meet-up point, I'll get you situated on your bicycle and go over some safety tips for riding in the park. We'll then enter the park, and begin the tour!    We'll make stops at the iconic locations that have appeared in countless movies and television shows, including the Central Park Mall, the Bow Bridge, Sheep Meadow, Belvedere Castle, and much more.    I'm pretty handy with a camera, so let me know if you'd like me to take a photo of you or your fellow riders!    We'll end the tour with a visit to Strawberry Fields, a memorial within the park dedicated to the late John Lennon.     On the way back to the starting location, I'd be happy to recommend you restaurants or other activities for the rest of your visit.     There are so many amazing sights to see in Central Park- get ready to hop on a bike and join the fun!  Other things to note  Make sure you check the weather and dress accordingly!     Also, stay hydrated! Bring a bottle that you can refill using the water fountains in the park.",central park's most notable sites; history and significance behind them ; rider rides ; strawberry fields ; tv shows ; central park mall ; bow bridge ; sheep
https://www.airbnb.com/experiences/779455?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=96101f26-db0f-4bc8-8ab1-9eee4df23b17&searchId=ccf4c5f4-145e-48a9-91bf-e40e90cd8087&sectionId=44999ff3-4004-4be4-b67b-d66562a0dc52,Ultimate Speakeasy Pub & History Tour,33,4.61,70,"This one-of-a-kind experience visits three iconic and historic New York City bars and speakeasies.  Our host recounts the rich history of immigration to NYC and how it has shaped the culture. Our storytelling focuses on the Prohibition Era in America and the emergence of speakeasy venues to generate an underground economy and entertainment industry. While enjoying premium cocktails which harken back to the 1920's, we join guests from all over the world and rub elbows with the locals.  This experience is a unique historical and social journey through New York City.",historic new york city bars and speakeasies ; immigration ; american culture ; speakeasy venues ; underground economy ; entertainment industry ; premium cocktails
https://www.airbnb.com/experiences/316457?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=031742ae-c760-4d1c-9d66-43aab4b745fe&searchId=f875ebf6-347c-421a-b33d-f55e2f31a5ed&sectionId=d6211bd6-4379-44e8-a967-a9be20e481b1,Highlights of Central Park Bike Tour,44,4.58,417,"This tour is two hours and follows the length of Central Park, which is 10 km, or 6.1 miles. Each tour is done slightly differently but the highlights include the Central Park Mall, Bethesda Fountain, Strawberry Fields, the Reservoir, Shakespeare Gardens, Belvedere Castle, and so many other wonderful sights.     We always stop for photos along the way because how else will you remember all of the sights of Central Park! This tour is perfect for families, friends, groups, and anyone who wants to experience Central Park in a whole new way. We also provide Cannondale Hybrid Bikes that are perfect for riding up and down hills, and New York City hills.    Other things to note  Dress comfortably and appropriately for the weather. Bring a good attitude and it's going to be a good time!  All riders must be able to ride their own bikes and one person in the group must be at least 18.  Attachments like tag-a-longs and trailers are not permitted.  There is an optional insurance policy available in-store.",central park ; benjamindale hybrid bikes ; new york city hills ; tag-a-longs ; trailers ; optional insurance policy ;
https://www.airbnb.com/experiences/2775154?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=031742ae-c760-4d1c-9d66-43aab4b745fe&searchId=f875ebf6-347c-421a-b33d-f55e2f31a5ed&sectionId=d6211bd6-4379-44e8-a967-a9be20e481b1,Central Park Electric Bike Tour,58,4.53,36,"The tour will begin at 203 west 58th street, just south of the 7th avenue Central Park entrance.     The first thing we'll do is have a brief safety lesson where I explain how the eBikes work and give you some pointers about riding and etiquette in the park so the tour goes as smoothly as possible.     We'll enter the park and I'll show you some of the super famous destinations that you've heard about in books, TV, and movies, and I'll uncover some more hidden, out of the way gems as well.      If you'd like me to take photos for you at any point, I'm more than happy to do that as well! I'm quite the photographer.    As the tour comes to an end, I'll tell you about some of the ways in which the park is changing, as it always has with the evolving times!    Other things to note:  Helmets and maps are included. Remember to wear comfortable clothes that are appropriate for the weather!","central park entrance; etiquette and riding ; books, television ; movies ; photographer ; helmets ; maps ; etiquette ; etiquette"
https://www.airbnb.com/experiences/992569?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=ed26f160-a298-463e-b608-807b39a52033&searchId=b63405ec-e1a0-46f7-9478-dffabebe5474&sectionId=cb45931f-8017-4453-a642-ac676124c2e8,Explore Williamsburg BK thru Food,72,4.50,12,"Embark on an unforgettable journey through Williamsburg, Brooklyn's hub of creativity and culinary excellence. This tour blends delicious food stops with a deep dive into the neighborhood's vibrant history and art scene.    Why Youâll Love This Tour:  - Cultural Insights: Explore Williamsburg's transformation with insights into its art and community.  Scenic Views: Capture iconic NYC skyline views.    - Diverse Culinary Stops: Enjoy exclusive visits to eateries dedicated to sustainability, offering traditional Polish pastries, Oklahoma-style BBQ, renowned Brooklyn pizza, sustainable tacos, and famous cookies.    Support Local Businesses: Back community development through local businesses fostering creativity and sustainability.    Special Offers:  - Featured Food Stops: Indulge in a variety of culinary delights showcasing Williamsburg's food scene.    - Book Your Tour: Join us for a flavorful and culturally enriching adventure. Book now to discover Williamsburg's vibrant heart through its food and art.",cultural insights: Williamsburg's vibrant history and art scene ; culinary excellence ; local businesses ; community development ; Featured food stops
https://www.airbnb.com/experiences/1398046?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Washington DC & Philadelphia in One Day,174,4.43,7,"Your day will begin with an early morning departure from Times Square. Your first destination will be the nation's current capital, Washington DC, where your tour will begin with a visit to the Iwo Jima Memorial, dedicated to honoring the US Marines, after that You will continue with a visit to the impressive Lincoln Memorial.  Then you will stop for a classic outside view of the Capitol Building, home of the US Congress and where the laws of this country are made. Your visit to Washington concludes with free time for lunch.    Your next destination is the first-ever US capital, chosen during the Revolutionary War:Philadelphia, PA.After an approximately 3 hour journey,you'll arrive directly to Philadelphia's historic Old City neighborhood. Your first stop will be at the Independence National Historical Park where your guide will lead you on a brief walking tour. You will have the opportunity to see some of the main historical sites. See the Liberty Bell,the famous symbol of America's independence. Admire Independence Hall,the birthplace of the United States, from the outside.It was within its walls that America's founding documentsâthe Declaration of Independence and Constitutionâwere debated and adopted.  Your visit to Philadelphia concludes with a stop at the Rocky Steps. Return to Times Square",timepiece; washington dc; iwo jima memorial; us marines ; Lincoln memorial ; capitol building ; us congress ; capitol building ;
https://www.airbnb.com/experiences/65826?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,Guided Tour of Brooklyn in French!,64,4.41,44,"A la dÃ©couverte de Bushwick et Williamsburg : visite Ã  pied et en franÃ§ais pour s'imprÃ©gner de la culture Hipster !    Pendant une demi-journÃ©e, nous dÃ©couvrirons le musÃ©e de street art Ã  ciel ouvert de Bushwick, le quartier en pleine mutation de Brooklyn. Puis direction Williamsburg avec sa vue imprenable sur la skyline de Manhattan ainsi que les boutiques artisanales du quartier : chocolaterie, objets insolites et vinyles.    Brooklyn est un quartier Ã  ne pas manquer pour tout sÃ©jour New-Yorkais, nouveau centre culturel et artistique.    Un moment exceptionnel qui sera lâun des plus grands souvenirs des vacances Ã  New York.  Autres remarques  PrÃ©voir de bonnes chaussures de marches et votre bonne humeur!  Nous prendrons le mÃ©tro pendant la visite ($2.75 le trajet).",street art ; chocolaterie ; objets insolites ; vinyles ; new-yorkais ; vacances ; bonnes chaussures
https://www.airbnb.com/experiences/1571409?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,"Bus tour to Harlem, Bronx, Queens & Brooklyn",77,4.13,8,"New York City is one of the most culturally diverse cities in the world and full of contrasts between its different boroughs. On this tour, you will have the opportunity to get off the beaten path and explore amazing neighborhoods in four of the five NYC boroughs.    Accompanied by your professional, licensed NYC tour guide, your day will start in the borough of Manhattan, known as âthe city,â with a ride through Harlem in Upper Manhattan. Youâll learn about the development of this diverse neighborhood and see historic sites. Youâll travel north, to the borough of the Bronx, where youâll see the home of one of the most famous baseball teams in the world: The New York Yankees! Youâll also learn about the birth of hip hop and while walking along the streets, view original street art.    The tour continues across the East River in the borough of Queens, one of the most ethnically diverse counties in the US, whose residents speak over 100 languages.    Youâll visit the borough of Brooklyn, viewing the neighborhoods of Williamsburg and Crown Heights, home to one of the largest Hasidic Jewish communities outside of Israel.      Finally, the tour ends in Dumbo Neighborhood, so you will go back to the center of Manhattan on your own. We recommend walking back through the bridge, it has a wonderful view at night!",new york city ; borough of york ; borough of the bronx ; baseball teams ; hip hop ; street art ; dumbo neighborhood ;
https://www.airbnb.com/experiences/1373740?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Niagara Falls in one day,273,4.0,4,"During your visit to New York, you donât have to miss the allure of one of the most amazing natural wonders of the world: Niagara Falls!    Our day will begin with an early morning departure from Times Square in Manhattan in a comfortable motor coach, with your bilingual tour guide, enjoying the scenic landscape of upstate New York on your journey north (travel time is approximately 7-8 hours, each way, with one rest stop).      During your visit, you will learn about the interesting history of these mighty waters and enjoy spectacular views of the falls from different vantage points. You will have the opportunity for lunch on your own, souvenir shopping, and exploring the beautiful Niagara Falls State Park.     After an unforgettable experience and wonderful memories, relax on board your comfortable motor coach for the return to Times Square in Manhattan, arriving back between 11pm-midnight.    Other things to note  Tour ends approximately at 23:30 hrs at the same meeting point",new york ; natural wonders ; the falls ; comfortable motor coach ; bilingual tour guide ; upstate new york ; lunch on your own ; souvenir shopping ;
https://www.musement.com/us/new-york/9-11-memorial-and-museum-tickets-3515/,9-11 Memorial and Museum tickets,33.00,4.7,1151,"No visit to New York City is complete without visiting the somber and poignant 9-11 Memorial and Museum. Occupying roughly half of the 16-acre site, the memorial honors the 2,977 lives lost on that fateful day in September 2001. The names of the deceased are inscribed on bronze parapets surrounding the twin memorial pools.
The museum is located seven stories below the memorial, at the very foundation of where the Twin Towers once stood. You'll learn about the history of the tragic events through interactive technology, artifacts, historical records, imagery and personal stories as you explore the 110,000 square feet of space.","9-11 memorial and museum ; memorial honors 2,977 lives ; bronze parapets ; twin memorial pools ; interactive technology ; artifacts ; historical records ; imagery ; personal stories ; 9"
https://www.musement.com/us/new-york/summit-one-vanderbilt-tickets-355051/,SUMMIT One Vanderbilt tickets,57.71,4.8,144,"Your journey at the top of One Vanderbilt starts in Transcendence, part of AIR, a story-driven immersive experience designed by Kenzo Digital, mixing transparency and reflectivity to create the illusion of boundless space! Enjoy a beautiful art installation in Reflect: on display in the most famous art galleries across the world, CLOUDS is comprised of stainless-steel cloud-like shapes, designed by Japanese artist Yayoi Kusama.
Your experience then evolves and becomes interactive and playful in Affinity where you are invited to connect physically to the space by playing with highly reflective orbs floating around the room. Then its time for a thrilling experience at Levitation; the skyboxes allow you to step out from the envelope of the building and stand on transparent glass 1,070 feet (325 meters) above Madison Avenue, with the hustle and bustle of city streets directly beneath you.
In Unity, you are invited to become part of the space itself  your 3D face capture transformed into a cloud in a mesmerizing, infinite cloudscape display on a giant screen. On the last floor of SUMMIT, youll find the sky-high lounge and café Après, featuring bespoke light fare and an innovative cocktail program curated by Danny Meyers Union SquareEvents. The SUMMIT Terrace wraps around the south and west sides of One Vanderbilt and is the perfect open-air viewing spot to take in the incredible views for up to 80 miles while toasting your experience.",one vanterbilt ; transcendence ; aer ; story-driven immersive experience ; kenzo digital ; stainless-steel cloud-like shapes ; ja
https://www.musement.com/us/new-york/six-flags-great-adventure-admission-tickets-384389/,Six Flags Great Adventure admission tickets,56.98,4.8,5,"Six Flags Great Adventure, the Worlds Ultimate Thrill Park. Looking for things to do in the New Jersey area? At Six Flags Great Adventure, theres a lot to WOW! about. Like, pulse-pounding coasters, never-before-seen culinary creations, new attractions every season and world-renowned entertainment that will get you on your feet  to name a few!
Enjoy the renovated Jr. Thrill seekers family area and Medusa top-rail floorless coaster, and the Summer Vibes Festival!
Six Flags Great Adventure, the Worlds Ultimate Thrill Park, introduces Splash Island, a brand-new area for our young thrill seekers. The area will include a tree house play structure and fourteen new kids slides in Hurricane Harbor. This amazing tree house will be packed with 50+ exciting play features, from mini slides and curtain waterfalls to the grand finale: an enormous water bucket ready to drench those daring enough to take the plunge.",six flags great adventure ; new jersey area ; pulse-pounding coasters ; gourmet creations ; summer vibes festival ; splash island ; tree house play structure
https://www.musement.com/us/new-york/new-york-citypass-r-five-top-attractions-150849/,New York CityPASS®: five top attractions,146.00,4.6,64,"Visiting New York City? Experience 5 must-see attractions, handpicked and packaged together at a 40% savings, with New York CityPASS® tickets.
Spend less time planning and more time exploring. Visit the attractions at your own pace, in any order. Your pass is valid for 9 consecutive days including the first day of use.
Get admission to 5 attractions.
Includes:
Empire State Building Observatory
American Museum of Natural History
Plus choose 3 of the following:
Top of The Rock® Observation Deck
Ferry Access to Statue of Liberty and Ellis Island
9/11 Memorial & Museum
Circle Line Sightseeing Cruises
Intrepid Museum
Guggenheim Museum",new york citypass® tickets; spending less time planning and more time exploring ; empire state building observatory ; peters island 9/11 memorial ; circle line
