link,name,price,description,total_rating,number_of_ratings,category,guide_rating,transportation_rating,value_for_money_rating,service_rating,organization_rating,keywords
https://www.getyourguide.com/new-york-city-l59/yankees-baseball-harlembronx-hip-hop-1-day-t440083,NYC: Harlem and Bronx Day Tour with Yankees Baseball Game ,206.55,,5.0,3.0,Day trip,,,,,,
https://www.getyourguide.com/new-york-city-l59/nyc-rockefeller-and-times-square-vip-horse-carriage-tour-t410316,New York City: Private Horse Carriage Tour ,89.75,,4.6,11.0,Private tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/nyc-a-beautiful-noise-the-neil-diamond-musical-ticket-t434254,"NYC: A Beautiful Noise, The Neil Diamond Musical Ticket ",69.3,,4.8,93.0,Entry ticket,,,,,,
https://www.getyourguide.com/new-york-city-l59/chelsea-market-the-highline-food-and-culture-walking-tour-t518487,Chelsea Market &amp; The Highline Food and Culture Walking Tour ,71.25,,4.7,3.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/central-park-home-alone-2-and-elf-tour-t596431,NYC: Home Alone 2 and Elf Tour in Central Park,43.3,,5.0,2.0,Private tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/the-new-york-city-sightseeing-pass-multiple-day-options-t135306,New York City: The Sightseeing Day Pass ,138.9,,4.1,127.0,City card,,,,,,
https://www.getyourguide.com/new-york-city-l59/nyc-upper-west-side-walking-food-tour-t508263,NYC: Upper West Side Food Walking Tour with Tastings ,71.25,"Join an unforgettable walking food tour around NYC's Upper West Side known for its leafy streets, stunning architecture, and vibrant food scene. This guided tour will tantalize your tastebuds as you visit some of the most popular food spots on offer.

Be sure to bring your appetite to explore the neighborhood, learn about its rich history, and indulge in local food offerings. During your walking tour, expect to taste:

- Delicious hand-rolled bagels
- New York City-style pizza
- A classic 100% beef hotdog
- Jewish chocolate/cinnamon pastries
- Banana pudding or cupcakes

Come along with an empty stomach and a sense of adventure, and enjoy a stroll through New York with a local expert.",5.0,2.0,Guided tour,,,,,,walking food tour ; upper west side ; food spots ; local food offerings ; hand-rolled bagels ; new york city-style pizza ;
https://www.getyourguide.com/new-york-city-l59/2-days-in-nyc-must-see-sites-and-hidden-gems-t144990,2 Days in NYC: Must-See Sites and Hidden Gems,365.3,"Your amazing New York adventure will start in Uptown. You’ll immerse yourself in the electric atmosphere of the shop-encircled Rockefeller Center.&nbsp;You’ll hit up the city’s hotspots like the gorgeous St. Patrick’s Cathedral, opulent Waldorf Astoria Hotel, magnificent Chrysler Building, the pinnacle of the art deco era; striking Grand Terminal and the majestic New York Public Library.

You’ll visit the calling card of New York – vibrant and bustling Times Square and then, delve into the theatrical atmosphere of Broadway. The tour continues on the posh Fifth Avenue to scenic Madison Square Park with great photo ops of the Empire State Building. You’ll also pass by Fashion District and Macy’s Department Store on your way to Central Park.

On the second day of your tour you will cover the most popular attractions of Downtown of New York. Go to Liberty Island, where you’ll view the world-famous symbol of the USA - the Statue of Liberty.&nbsp;Afterwards, you’ll venture to prominent Wall Street. You’ll pass by a sorrowful but a must-visit sight, the 9/11 Memorial, admire grand City Hall and have a chance to take a break and meditate among the greenery of City Hall Park and Washington Square Park. You’ll stroll through distinctive Chinatown, experience the charm of Little Italy and put a little bohemian glamour in your life walking through Soho.&nbsp;Your tour ends at Greenwich Village. Do not forget to keep your eyes open, you never know what celebrities you may bump into!",,,Multi-day trip,,,,,,new york city ; uptown ; rockefeller center ; calling card ; times square ; theater atmosphere ; central park ; wall street ; 9/11 memorial ; grand city hall
https://www.getyourguide.com/new-york-city-l59/short-central-park-evening-horse-carriage-ride-t207318,Central Park: Short Horse Carriage Ride (Up to 4 Adults),99.2,,4.6,62.0,Private tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/secret-food-tours-new-york-city-t105856,NYC: Greenwich Village Guided Food Tour ,79.9,,4.8,69.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/financial-crisis-wall-street-tour-t9479,Financial Crisis Tour ,45.1,,4.5,63.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/nyc-hamilton-broadway-tickets-t52911,NYC: Hamilton Broadway Tickets ,110.5,,4.7,51.0,Entry ticket,,,,,,
https://www.getyourguide.com/new-york-city-l59/soho-little-italy-and-chinatown-guided-tour-t514924,"NYC: SoHo, Little Italy, and Chinatown Guided Tour ",28.85,,5.0,19.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/new-york-city-must-see-combo-guided-tour-t251932,New York City: Guided Highlights Bus Tour and Ferry Ride ,80.3,,4.6,131.0,Day trip,,,,,,
https://www.getyourguide.com/new-york-city-l59/new-york-city-dueling-pianos-show-t426925,New York City: Dueling Pianos Show ,32.45,"Have an incredible musical evening with a ticket to the Dueling Pianos Request Show in NYC. Let go of your worries as you party your heart out in the city that never sleeps. Request your favorite songs, order a delicious meal, and enjoy the hilarious performance.
Get the party started by heading into the Cutting Room, picking up your ticket, and finding your assigned table. Order some delicious food or drinks at your own expense to make the most of your experience. Be ready to sing, dance, laugh, drink and party the night away.
Watch as two top piano entertainers play requests from the audience. Hear music from Billy Joel and Bon Jovi to Britney Spears and Bruno Mars. When you feel inspired, put in a request for your favorite.",4.5,18.0,Entry ticket,,,,,,dueling pianos request show in new york ; delicious meal ; cutting room ; assigned table ; dancing ; laugh ; drink ; party the night away ;
https://www.getyourguide.com/new-york-city-l59/new-york-city-top-sights-walking-tour-with-local-guide-t219741,NYC: Walking Tour with Local Guide and 30+ Top NYC Sights,49.6,,4.6,94.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/central-park-yoga-with-a-view-in-the-heart-of-new-york-city-t524016,Central Park: Yoga With a View in the Heart of New York City ,25.25,,,,Other experience,,,,,,
https://www.getyourguide.com/new-york-city-l59/new-york-the-insider-s-scavenger-hunt-t207918,New York City | Harlem Gospel Experience Walking Tour ,53.2,,4.5,4.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/nyc-tour-and-tasting-at-brooklyn-winery-t504129,NYC: Tour and Tasting at Brooklyn Winery ,44.2,,5.0,2.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/chinatown-little-italy-food-fest-ahoy-ny-food-tours-t552851,Chinatown &amp; Little Italy Food Fest- Ahoy NY Food Tours ,112.75,"Ahoy New York Food Tours has been leading locals and visitors alike on a cultural walk of Chinatown and Little Italy since 2009. On this original food and walking tour of Chinatown and Little Italy, the lively and friendly guides will show you hidden gems and historical sites all while feeding you delicious food. This tour offers a gradual meal with a side dish of history. You will meet your guide in a Chinatown Cafe and from there the food tasting and storytelling begin! Some tastings will be seated while others on the go to ensure that you see and taste as much as possible on this 3-hour food tour.

Tastings include (subject to change):
A popular Chinese pastry paired with jasmine green tea (seated)
A Chinese sponge cake with a twist
Authentic Chinese dumplings
Scrumptious Roasted Duck
Seated and hearty tasting of Italian cuisine with choice of wine or beer
Delicious imported Italian cheeses and olives
Fresh pasta with an outstanding marinara sauce
A well-known Sicilian pastry, cannoli

Points of interest include:
Chinatown's Mott, Pell and Doyers Streets
Transfiguration Church
Columbus Park
Little Italy's Mulberry and Grand Streets

The tour ends in the heart of Little Italy and your guide will make sure to provide you with directions to your next location.",,,Guided tour,,,,,,ahoy new york food tours ; cultural walk ; chinatown ; little italy ; historical sites ; chinatown cafe ; storytelling ; chinese sponge cake ;
https://www.getyourguide.com/new-york-city-l59/central-harlem-mecca-of-african-american-culture-t83247,Central Harlem: Mecca of African-American Culture ,22.55,"Considered the ""Mecca"" for African-Americans during the 20s and 30s, Central Harlem is home to jazz, Lindy Hop, and swing dance. Today, the area continues as one of Harlem's most vibrant neighborhoods for the arts, dining, and shopping.

You will learn about the significance of Central Harlem during the Harlem Renaissance and current changes in the neighborhood so that you know about the history and get more of a feel for the area you're strolling around in.

See stately homes and historic churches in the historic district. Experience 125th Street, the main shopping corridor in Harlem, where evidence of Harlem's past merges with the Harlem of today. Also, see and learn about the Apollo Theater, Speaker's Corner, Hotel Theresa, and other sites contributing to the rich and diverse history and legacy of Harlem.",4.4,47.0,Guided tour,,,,,,"central harlem is home to jazz, lindy hop, swing dance ; stately homes ; historic churches ; 125th street ; shopping corridor ;"
https://www.getyourguide.com/new-york-city-l59/new-york-city-pizza-bus-t47437,New York City: Half-Day Pizza Bus Tour ,76.65,"Climb aboard the big yellow pizza bus for a tour of New York's finest pizzerias, some located in the outer boroughs to get a good cross-section of the city’s pizza diversity.&nbsp;
This tour is led by tour founder Scott Wiener.&nbsp;Scott's love of pizza has been featured on the Tonight Show, Live with Kelly and Ryan, Food Network, The New York Times, Wall Street Journal, and he's the host of Thrillist's ""Really Dough"" series.

Tour stops change weekly, making each tour unique, but every tour visits some of the most significant pizzerias on the planet. Enjoy a tailored tour, and control the conversation and the content.

Every trip starts and ends in Manhattan, but it's made a point to spend quality time in the outer boroughs of Brooklyn, Queens, Staten Island, or the Bronx.
Wherever you end up, eat slices at 4 different venues, including pizzerias with the oldest brick ovens in the city, classic New York slice counters, and more; all while discussing the intricacies of pizza culture.",5.0,33.0,Guided tour,,,,,,tour of new york's finest pizzerias ; outer boroughs ; pizza diversity ; tailor-made tour ; chicago ; queens
https://www.getyourguide.com/new-york-city-l59/brooklyn-private-nyc-sightseeing-sailboat-cruise-t417148,NYC: Brooklyn Sightseeing Sailboat Cruise ,88.4,"Experience the magic of NYC from the water on this sailing cruise from Brooklyn. Feel free to bring your own food and drinks. Capture pictures of iconic sights like the Manhattan skyline and Brooklyn Bridge.&nbsp;
Meet your captain and begin your sailing adventure. Get up close to sights like Governors Island and the towering Statue of Liberty. View the immense Brooklyn Bridge from the water. See a piece of history as you pass by Ellis Island. Take in views of the World Trade Center.&nbsp;
Celebrate a birthday or anniversary, make a memorable proposal, build a tighter work team, or make a regular day special with an NYC cruise. Return to your meeting point at the end of your cruise.&nbsp;",4.9,25.0,Water activity,,,,,,sailing cruise ; new york city skyline ; towering statue of liberty ; world trade center ; birthday ; anniversary ; tighter work team ; regular day special
https://www.getyourguide.com/new-york-city-l59/central-park-electric-scooter-rentals-t533930,Central Park Electric Scooter Rentals ,40.6,"Welcome to our premier scooter rental service located at 117 West 58th Street, just a stone's throw away from the iconic Central Park in New York City. At our store, we offer an exceptional and hassle-free way to explore the beauty of Central Park and its surroundings. Our unique selling points revolve around convenience, quality, and value for your money. We provide fully charged e-scooters, impeccably clean and long-range models, along with complimentary Central Park maps, helmets, and an extra 10-minute grace period for a seamless adventure.

Itinerary and Main Activity Features:
Upon arriving at our conveniently located store, you'll be warmly greeted by our friendly staff, who will assist you in choosing the perfect e-scooter for your adventure. We offer a variety of rental options, including 1, 2, 3, and 5-hour packages, ensuring that you have the flexibility to explore Central Park and its surroundings at your own pace.

Our e-scooters are not just any scooters; they are fully charged and meticulously maintained to guarantee a smooth and enjoyable ride. With extended battery life, you won't have to worry about running out of power mid-tour. Safety is our top priority, and as part of the rental package, we provide helmets to ensure that you're protected throughout your adventure.",5.0,2.0,Other experience,,,,,,"scooter rental service, located at 117 west 58th street, central park ; new york city ; value for money ; fully charged e-scooters ; long-range models ; complimentary"
https://www.getyourguide.com/new-york-city-l59/nyc-juliet-on-broadway-t434094,NYC: &amp; Juliet on Broadway ,119.3,"<p>Get a ticket to see ""&amp; Juliet,"" the new musical at the Stephen Sondheim Theatre in New York and enjoy a night full of laughter. Chuckle at the hilarious new musical that flips the script on the greatest love story, ""Romeo and Juliet.""</p><p>
</p><p>Head to the Stephen Sondheim Theatre in New York and go to your upper or lower seat, depending on your booked option. Sit back in the comfort of your chair and enjoy watching the exhilarating musical.&nbsp;</p><p>
</p><p>Dance to pop songs such as ""Since U Been Gone, ""‚ ""Roar,"" ""Baby One More Time,"" ""Larger Than Life,"" ‚ ""That's The Way It Is,"" and ""Can't Stop the Feeling"" - all from the genius songwriter/producer behind more #1 hits than any other artist this century.</p><p>
</p><p>Immerse yourself in this enchanting story written by the Emmy®-winning writer from Schitt's Creek, this hilarious new musical flips the script on the greatest love story ever told.</p><p>
</p><p>Watch this love story come to life before your eyes and discover what would happen next if Juliet didn't end it all over Romeo. Get whisked away on a fabulous journey as she ditches her famous ending for a fresh beginning and a second chance at life and love—her way.</p><p>
</p><p>Marvel at the performance, admire the fabulous costumes, sing along, and dance with the cast as you hear Juliet's new story. Break free of the balcony scene and get into this romantic comedy that proves there's life after Romeo. The only thing tragic would be missing it.</p><p>
</p><p>Enjoy a musical full of love and laughter and lose yourself in &amp; Juliet, which comes direct from London's West End with an award-winning creative team that includes writer David West Read, songwriter and music producer Max Martin, choreographer Jennifer Weber, and director Luke Sheppard.</p>",4.9,11.0,Entry ticket,,,,,,"enchanting musical flips the script ; greatest love story ; ""romo and Juliet"" ; pop songs ; romantic comedy"
https://www.getyourguide.com/new-york-city-l59/48-hour-hop-on-hop-off-new-york-tour-with-harbor-cruise-t21017,NYC: Hop-On Hop-Off Bus Tour with Boat Cruise ,64.95,"The Downtown Loop is a great way to explore Lower Manhattan including popular neighborhoods such as the Flatiron District, Union Square, Little Italy, Chinatown, Soho &amp; NoHo, Greenwich Village &amp; the East Village, Chelsea and the Financial District. Wander around Wall St. to see the infamous Stock Exchange and Charging Bull, eat your way through Little Italy and Chinatown then shop till you drop at all the high end or boutique stores SoHo is famous for!
Duration: 90 minutes if you stay on; however, you can hop on and off throughout the day
Operates: Every hour from 9:30am to 4:30pm

See the city from the Hudson River on Circle Line Liberty Midtown Cruise.
The Statue of Liberty is famous the world over – which is why there are always crowds of tourists waiting in line at her feet.
Nothing beats the view of her and Liberty Island from a boat on the water just 100 feet away. That’s the highlight of this 60-minute cruise.
No reservations required. We recommend arriving 30-45 minutes ahead of departure time to secure the best possible seats.
Departure Times:
Jan 2 - Mar 12: Daily: 10:00am
Mar 13 - Apr 30: Daily: 10:30am
May 1 - Oct 31: Daily: 10:00am &amp; 4:30pm
Nov 1 - Dec 31: Daily: 10:30am

Departure Location: Pier 83 (West 42nd Street &amp; 12th Avenue)",3.6,11.0,Water activity,,,,,,downtown loop ; lower manhattan ; flatiron district ; union square ; little italy ; chinatown ; soho ; greenwich village ; east village ; financial district ;
https://www.getyourguide.com/new-york-city-l59/chinatown-walking-food-tour-of-new-york-t453174,Chinatown Walking Food Tour of New York ,63.15,"Dive into an intimate journey through the heart of NYC's Chinatown with our tour! Explore the vibrant Columbus Park, steeped in historical significance, where the Chinese community gathers. Learn how it transformed from a slum to a cultural haven. Indulge your taste buds at Fried Dumpling, known for its mouthwatering, budget-friendly dumplings, and the historic Nom Wah Tea Parlor, where dim sum delights await. Discover Chinatown's hidden gems, from antique shops to the enchanting Huang Da Xian Taoist Temple, bridging spirituality and culture.

Treat yourself to exotic flavors at The Original Chinatown Ice Cream Factory. Their unique ice cream offerings, like lychee and durian, will tantalize your palate. Savor the flavors of Toni's Fresh Rice Noodle, where each bite tells a story of tradition and community. Take a leisurely stroll through the bustling fruit market on Mulberry Street, and discover exotic fruits like dragon fruit and rambutan.",4.6,7.0,Guided tour,,,,,,chinatown ; colombo park ; chinese community ; fried dumpling ; nom wah tea parlor ; antique shops ;
https://www.getyourguide.com/new-york-city-l59/greenwich-village-tour-t72313,Greenwich Village Tour ,42.4,"Begin your 2-hour tour at the corner of 6th Avenue and Waverly Place, and learn about the history of Greenwich Village. Head to the Edgar Allan Poe house and the Washington Square Hotel.

Explore Washington Square Park, a former potter's field, and learn how this area became the destination for musicians and protesters. Visit the Brown Building, site of the Triangle Shirtwaist Factory Fire in 1911, an event that led to the American labor movement.

Head up McDougal Street, and see Cafe Wha, Cafe Reggio, and the Comedy Cellar. Learn where the best pizza in NYC is sold.

Stroll down Christopher Street and visit the Stonewall Inn, where a riot in 1969 began America's Gay Rights Movement.",4.9,31.0,Guided tour,,,,,,washington square hotel; washington square park; former potter's field; musicians and protesters ; brown building ; triangle shirtswaist factory fire ; american labor movement ;
https://www.getyourguide.com/new-york-city-l59/greenwich-village-jazz-crawl-t29378,NYC: Greenwich Village Jazz Crawl ,135.3,"Discover the history and modern day jazz scene in New York on a leisurely walking tour of Greenwich Village. In the company of an expert jazz guide, visit hidden clubs and see great bands performing live - all cover charges are included in the tour price.

Move from club to club (2 clubs per night) seeking out the energy for which the Village jazz scene is famous. Your guide will point out older clubs from jazz history, such as the Cafe Society, where Billie Holiday made her downtown debut, as well as other long gone clubs like Sweet Basil's, The Village Gate; and Cafe Bohemia, where Charles Mingus, Art Blakey and Miles Davis once introduced their latest compositions.

Sign up for a Tuesday night tour to hear Trad jazz performed in a late night jam session filled with surprise guests.

The tour ends smack in the middle of the best jazz scene in New York, where your guide will help you get to the next club on your own, or back to your hotel if you prefer.",4.3,12.0,Guided tour,,,,,,greenwich village ; hidden clubs ; great bands ; jazz history ; cafe society ; billie holiday ; cafe bohemia ; late night jam session ; trad jazz
https://www.getyourguide.com/new-york-city-l59/docent-led-tour-of-the-museum-at-eldridge-street-t541906,Docent-Led Tour of the Museum at Eldridge Street ,6.75,"On this Docent-Led Museum Tour, you will be guided by a Museum at Eldridge Street docent as you explore the Eldridge Street Synagogue, a magnificent National Historic Landmark, and step back in time to learn about immigration at the turn of the 20th century, Jewish immigrant life, architecture, and historic preservation.

The Museum at Eldridge Street is housed in the historic Eldridge Street Synagogue. Built in 1887, it is an architectural marvel and a symbol of immigrant aspirations realized. The building is the first grand synagogue purpose-built by Eastern European Jewish immigrants in the United States; a landmark of the great age of immigration that would see one third of Europe’s Jewish population cross the Atlantic at the turn of the 20th century. Standing amongst the overcrowded tenements and packed city streets, the synagogue served multiple purposes. It was built as a house of worship but was also a place to build community, and a symbol that these new Lower East Side residents were laying down permanent roots in their new home. Impacted by strict 1920s immigration quotas, the building was nearly lost to neglect before the Museum’s 20-year, $20 million restoration project returned the space to glory and public use.

In this guided tour, visitors will join one of the Museum's docents for a one hour tour of the building and and learn about the rise, decline, and restoration of our historic landmark; the lives, traditions, and customs of the Lower East Side’s Jewish community; and the ways in which we are preserving this history and these stories for future generations.",5.0,2.0,Guided tour,,,,,,museum at eldridge street synagogue ; national historic landmark ; immigrant life ; architecture ; historic preservation ; grand synagogue ; eastern european immigrants ;
https://www.getyourguide.com/new-york-city-l59/ghostbusters-sites-tour-t480502,Ghostbusters Sites Tour ,228.3,"On this guided tour, join a local actor tour guide and visit Colombia Circle, the spot where Louis Tully gets possessed; see Dana Barrett’s apartment, otherwise known as the notorious Spook Central; scope out the performing arts center where Dana agrees to meet Peter (and it goes terribly wrong), and more! Learn about behind-the-scenes filming secrets and answer fun trivia questions with your fellow ghoul pals.",5.0,2.0,Private tour,,,,,,"guided tour, actor tour guide and colombian circle; performing arts center; behind-the-scenes filming secrets ; trivia questions ; ghoul pals"
https://www.getyourguide.com/new-york-city-l59/from-westchester-new-york-city-scenic-helicopter-tour-t133743,From Westchester: New York City Scenic Helicopter Tour ,297.65,"Choose a 30 or 45-minute helicopter flight and lift off from Westchester Airport, reaching New York City airspace in just a few minutes. The skilled pilots will dazzle you with bird’s-eye views of Central Park and Midtown Manhattan.

Select the 30-minute tour option, and let skilled pilots will dazzle you with amazing aerial views of Midtown Manhattan, Central Park, Hudson River, Yankee Stadium, outside of game times, and more.

Choose the 45-minute tour option for views of the Downtown Manhattan/Statue of Liberty area, including the Freedom Tower, Financial District, Statue of Liberty, Ellis Island, and Brooklyn Bridge. This is in addition to all sights seen on the 30-minute tour.",4.8,59.0,Adventure,,,,,,helicopter flight ; westchester airport ; new york city airspace ; aerial views ; midtown Manhattan ; central park ; Hudson river ; Yankee Stadium ; outside of game times ;
https://www.getyourguide.com/new-york-city-l59/sex-and-the-city-hotspots-tour-t464,NYC: Sex and the City Sites Bus Tour (On Location Tours) ,228.3,"Take a guided coach tour of Manhattan, and follow in the footsteps of the Sex and the City characters. Step into the world of Carrie and the girls. See the places they conquered in New York City. Sip on drinks at their favorite bars, shop their most-beloved retail haunts, and gossip where they did.

The tour goes to more than 40 locations, including the bakery where Miranda stuffed cupcakes into her mouth, and the church where Samantha met ""The Friar."" Get the chance to shop at The Pleasure Chest, where Charlotte bought her Rabbit, and to go to the gallery in Soho where Charlotte worked.

Stop at a bar used in the Sex and the City series and get discounted drinks. Visit the furniture store where Aidan designed his tables and chairs as you get a sneak peek at locations from the Sex and the City movie.

You are invited to dress up as your favorite Sex and the City character, or just come as you are and discover the sassy side of Manhattan.",4.5,725.0,Guided tour,,,,,,"guided coach tour, and follow in footsteps of the sex and the city characters ; carrie and the girls; new york city ; gossip ; bakery"
https://www.getyourguide.com/new-york-city-l59/new-york-city-2-hour-gossip-girl-tour-t127106,New York City: Gossip Girl Tour ,324.7,"Take a 2-hour Gossip Girl Pedicab Tour in New York City, that's a perfect activity for fans of the book series or TV show. See locations from the series and feel like one of the show’s characters, such as Blair Waldorf, Chuck Bass, or Serena van der Woodsen.

You’ll have plenty of opportunity to check out all of the different landmarks and filming hotspots that you remember from Gossip Girl.

Take in the Bethesda Terrace and Fountain, where Chuck and Blair got married. Visit the Met steps, where Blair often had lunch with her minions, and the Pond, where she and Dorota fed ducks. View Chuck’s Empire Hotel and the Pulitzer Fountain, where Blair and Serena had their photo shoot.",5.0,20.0,Private tour,,,,,,gossip girl pedicab tour in new york city ; book series ; television show ; benjamin watdorf ; chuck bass ; serena van der woodsen ;
https://www.getyourguide.com/new-york-city-l59/new-york-buffet-lunch-or-dinner-cruise-from-new-jersey-t280602,From New Jersey: New York City Buffet Lunch or Dinner Cruise ,74.45,"See the sights of New York City from onboard the Spirit of New Jersey with a 2- to 3-hour cruise on the East and Hudson Rivers. Enjoy a delicious buffet attended by a server while sailing through the Big Apple.
While boarding the vessel at Lincoln Harbor, you'll be personally greeted and your picture will be taken by the ship's photographer to capture the memory.

After being seated at your private table, enjoy your lunch or dinner buffet consisting of creative meals prepared fresh daily. While you feast, listen to tunes by an onboard DJ.
After your meal, relax and sip a cocktail as you listen to the waves. Throughout your meal watch the skyscrapers of New York City's distinctive skyline glide by.

<strong>Sample Lunch/Dinner Buffet Menu </strong>
<strong>Salads</strong>Organic mixed field greens
Organic spinach and kale salad
Green bean salad
Kidney bean, black bean, and chickpea salad
Red beetroot salad
Bow tie pasta salad

<strong>Vegetables, Potatoes, and Pasta</strong>Roasted broccoli florets
Creamed corn and cheddar cheese casserole
Baked ziti pasta
Mashed potatoes

<strong>Entrees</strong>Oven-baked Atlantic flounder filet
Honey and sesame chicken
Italian beef meatballs
Braised beef short ribs (dinner only)

<strong>Desserts</strong>Seasonal fruit
Raspberry mousse
Lemon pound cake with fresh strawberries
Coconut vanilla cake
Carrot cake
Red velvet and chocolate chip brownie (dinner only)",3.9,42.0,Water activity,,,,,,new york city from onboard the Spirit of new jersey ; cruise on the east and Hudson rivers ; delicious buffet attended by a server ; sailing through the big apple ;
https://www.getyourguide.com/new-york-city-l59/lower-east-side-pizza-walk-t47439,East Village NYC Pizza Walking Tour ,58.65,"Explore New York’s Lower East Side on a unique walking tour that combines a little history, some local color, and a lot of pizza!

Once the proving ground for newly arrived immigrants, the Lower East Side housed a mix of Germans, Poles, Ukranians, and Italians - all from working class families just trying to make it their home. It was a neighborhood so cramped, the goal of all who lived there was to get out as quickly as possible.

Fast forward a few decades and it has become one of the hottest neighborhoods in New York. More importantly, it has become one of the most pizza-dense neighborhoods on the planet! The streets are filled with classic slice shops, tiny Neapolitan eateries, and creative new angles on century-old techniques.

As you walk - and your guide fills you up with pizza knowledge - stop at 3 pizzerias, each specializing in a different stage of the pie's development from a humble Neapolitan street food to a celebrated American staple. Spend time with the owners and <em>pizzaioli</em> (pizza makers) to learn some of the tricks of the trade.

Beyond learning about ancient pizza toppings and dough stretching techniques, compare the baking patterns of 3 different pizza ovens. By the end of the tour you’ll have a deep understanding of pizza’s origin, as well as its evolution into a worldwide phenomenon.",5.0,7.0,Guided tour,,,,,,new york's lower east side ; walking tour ; history ; local color ; pizza ; working class families ; pizza-dense neighborhoods ; classic slice shops ; tiny napolitan eateries
https://www.getyourguide.com/new-york-city-l59/central-park-movie-sites-walking-tour-t516,New York City: Central Park Movie Locations Walking Tour ,32.45,"Pretend you are Audrey Hepburn for the day as you take a stroll through New York’s Central Park to see locations used in many famous movies, from blockbusters to classic films.

The New York icon has featured in hundreds of films throughout the history of cinema. Some, like Audrey Hepburn’s “Breakfast at Tiffany's” will be instantly familiar. Others may be a surprise!

For movie buffs, this is the chance to relive moments from your favorite movies. Feed the pigeon's just like Macaulay Culkin did in “Home Alone 2,” discover where characters from “Glee” sang and danced a love song to New York, and stop at Wollman Rink to swoon at sites used in “Love Story” and “Serendipity.”

In total, you will visit more than 40 locations. Even if you’re not a big movie buff, this tour will give you a whole new perspective on Central Park.

The tour is also offered in Spanish, French and German via an optional audio translation guide, in conjunction with our live English-speaking guide. More details and information about downloading this optional free service will be included in tour confirmation emails. You must download the app in advance prior to arriving for the tour.",4.6,55.0,Guided tour,,,,,,new york's central park ; blockbusters ; classic films ; pigeons ; wollman rink ; music lovers ; music buff
https://www.getyourguide.com/new-york-city-l59/nyc-brooklyn-nightlife-pub-crawl-t431687,NYC: Brooklyn Nightlife Pub Crawl ,30.65,"The Williamsburg nightlife crawl will take you through the coolest spots in the area, as you discover new places and take in the vibrant Brooklyn nightlife scene. With a local host leading the way, the tour showcases both casual bars and lively party venues.&nbsp;
You’ll meet your group at the first spot, an elegant bar known for its wine and craft cocktails. Then, move to a pub with an unbeatable selection of house-brewed and craft beer, before heading to a livelier bar complete with DJs and burritos.&nbsp;
The tour ends at an underground dance club, known for its house music and international DJs. The entire route has been carefully crafted to showcase the best of the area, with multiple open-air venues to enjoy beautiful NYC.&nbsp;
This social after-dark experience is perfect for solo travelers, couples, and groups of all sizes. Best of all, the price of the ticket pays for itself in entry fees and drink savings.",4.7,22.0,Guided tour,,,,,,the new york city nightlife crawl ; party venues ; underground dance club ; house-brewed beer ; international DJs ; entry fees ; drink savings
https://www.getyourguide.com/new-york-city-l59/new-york-city-slavery-and-underground-railroad-tour-t21747,NYC: Trace the History of Slavery &amp; the Underground Railroad ,44.2,"Step into the past to explore the contributions and brave uprisings of enslaved people on a guided walking tour in New York City. Delve into the compelling history of the Underground Railroad, the fight for abolition, and the heroic people who risked their lives to save others.

Begin your tour at an archeological site and memorial dedicated to enslaved Africans in colonial America. Continue to the site of a former station on the Underground Railroad as your guide explains the revolts, kidnappings, and dramatic escapes that occurred during the era of American slavery.

Listen to the tales of courage and triumph of real New Yorkers who risked their lives and properties to help people escape slavery. Understand how the railroad operated with a network of clandestine routes and safe houses used by enslaved African Americans to escape into free states and Canada.",4.6,69.0,,,,,,,guided walking tour in new york city ; underground railroad ; enslaved africans ; colonial american history ; archeological site ; memorial
