['MAORI - PACIFIC RIM CUISINE'],['255\xa0Bewertungen'],['€€ - €€€'],"Fusion, Hawaiianisch, Polynesisch","Bernstrasse 15 8952 Schlieren, Zürich 8952 Schweiz",4.0
['Restaurant Gonzalez'],['117\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Spanisch","Schaffhauserstrasse 121 Parkplätze hinter dem Haus, 2 Stk. vor dem Haus, Einfahrt zu PP nach der Haus Nr. 119, Zürich 8057 Schweiz",4.5
[],[],[],,,4.0
['da Michelangelo'],['199\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Gertrudstrasse 37, Zürich 8003 Schweiz",4.0
[],[],[],,,4.5
['Miki Ramen'],['170\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Japanisch, Suppen","Sihlfeldstrasse 63, Zürich 8003 Schweiz",4.5
"[""Lily's""]",['382\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch","Langstrasse 197, Zürich 8005 Schweiz",4.0
['Pyramids'],['78\xa0Bewertungen'],['€€ - €€€'],Orientalisch,"Werdstrasse, Zürich Schweiz",4.5
[],[],[],,,4.5
"[""TAO'S Restaurant, Lounge and Bar""]",['534\xa0Bewertungen'],['€€€€'],"Europäisch, Asiatisch, Fusion","Augustinergasse 3 8001 Zurich, Zürich 8001 Schweiz",4.0
['Restaurant Thai Mama'],['63\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Gesund, Thailändisch","Seestrasse 169, Horgen 8810 Schweiz",4.5
['naanu . Take&Eat'],['125\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Bar, Indisch, Barbecue","Pfingstweidstrasse 104 Hard Turm Park, Zürich 8005 Schweiz",4.5
['Il Tartufo'],['147\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","Lavaterstrasse 87, Zürich 8002 Schweiz",4.5
['eNDi Burger & Coffee'],['89\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Amerikanisch","Zypressenstrasse 49, Zürich 8004 Schweiz",4.5
['The Yard Restaurant'],['66\xa0Bewertungen'],['€€ - €€€'],"Bar, International, Chinesisch","Bäckerstrasse 62, Zürich 8004 Schweiz",4.5
['Restaurant & Bar Razzia'],['477\xa0Bewertungen'],['€€€€'],"Europäisch, Asiatisch","Seefeldstrasse 82 8008 Zürich, Zürich 8008 Schweiz",4.0
['Santa Lucia Paradeplatz'],['226\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Waaggasse 5/7 Paradeplatz, Zürich 8001 Schweiz",4.0
['Huusbeiz'],['52\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Badenerstrasse 310, Zürich 8004 Schweiz",5.0
[],[],[],,,4.0
['Don Leone Waffenplatz'],['210\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Waffenplatzstrasse 15, Zürich 8002 Schweiz",4.0
['Zum Weissen Kreuz'],['84\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Mitteleuropäisch","Rössligasse 3, Zürich 8001 Schweiz",4.5
['Vallocaia'],['304\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Niederdorfstrasse 15 8001 Zürich, Zürich 8001 Schweiz",4.0
[],[],[],,,4.5
['Restaurant zum Doktorhaus'],"['175', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Alte Winterthurerstrasse 31 8304 Wallisellen, Wallisellen, Zürich 8304 Schweiz",4.0
[],[],[],,,4.5
[],[],[],,,4.5
['Giesserei Oerlikon - Restaurant'],['309\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch, Grillspezialitäten","Birchstrasse 108, Zürich 8050 Schweiz",4.0
[],[],[],,,4.0
[],[],[],,,4.0
['Williams Butcherstable Restaurant & Metzgerei Bellevue'],['40\xa0Bewertungen'],['€€€€'],Steakhaus,"Schifflände 6 am Bellevue, Zürich 8001 Schweiz",4.5
['Wirtschaft zur Burg'],"['120', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, International","Auf der Burg 15, Meilen 8706 Schweiz",4.5
['Restaurant Heimat'],['92\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Gesund","Steinmurlistrasse 66 Martina Meier, Dietikon 8953 Schweiz",4.5
['Simplon Bar'],['107\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Bar, International","Schuetzengasse 16, Zürich 8001 Schweiz",4.5
['Kochlistube'],['82\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Koechlistrasse 6, Zürich 8004 Schweiz",4.5
['Tiffins Asian Kitchen'],['344\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch, Chinesisch","Seefeldstrasse 61 8008 Zürich, Zürich 8008 Schweiz",4.0
['BarMünster'],['66\xa0Bewertungen'],['€€ - €€€'],"Bar, Weinbars & Weinstuben","Münstergasse 30 8001 Zürich, Zürich 8001 Schweiz",4.5
['Kangin'],['127\xa0Bewertungen'],['€€ - €€€'],Asiatisch,"Zuerichstrasse 27, Dubendorf 8600 Schweiz",4.5
['Frau Gerolds Garten'],['410\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Bar","Geroldstrasse 23/23a, Zürich 8005 Schweiz",4.0
[],[],[],,,5.0
[],[],[],,,4.0
[],[],[],,,4.5
['Restaurant Höngger Hof'],['72\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran","Am Wasser 161, Zürich 8049 Schweiz",4.5
['Zapote'],['130\xa0Bewertungen'],['€€ - €€€'],"Fast Food, Mexikanisch, South-Western","Richtiplatz 4 8304 Wallisellen, Wallisellen, Zürich 8304 Schweiz",4.5
['Restaurant Wolfbach'],['74\xa0Bewertungen'],['€€€€'],"Europäisch, Mediterran, Meeresfrüchte","Wolfbachstrasse 35, Zürich 8032 Schweiz",4.5
['Wirtschaft zum Stutz'],"['92', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Gesund","Bremgarterstrasse 64, Widen 8967 Schweiz",4.5
['Kantorei'],['252\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, International","Neumarkt 2, Zürich 8001 Schweiz",4.0
['Convivio'],['61\xa0Bewertungen'],['€€€€'],"Europäisch, Mitteleuropäisch, Zeitgenössisch","Rotwandstrasse 62 Kreis 4 Zürich, Zürich 8004 Schweiz",4.5
[],[],[],,,4.5
['Zeder'],['533\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Orientalisch, Libanesisch","Badenerstrasse 78, Zürich 8004 Schweiz",4.0
['Café Gourmet'],['64\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Café, Französisch","Bahnhofplatz 7, Zürich 8001 Schweiz",4.5
['Restaurant Sonnengalerie'],"['244', '\xa0Bewertungen']",['€€€€'],Europäisch,"Seestrasse 120 8700 Küsnacht am Zürichsee, Küsnacht 8700 Schweiz",4.0
[],[],[],,,4.5
['Ristorante Antico'],['41\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Pizza","Zähringerstrasse 33, Zürich 8001 Schweiz",4.5
['OOKI'],['156\xa0Bewertungen'],['€€ - €€€'],"Gesund, Japanisch, Suppen","Zentralstrasse 53, Zürich 8003 Schweiz",4.0
[],[],[],,,3.5
[],[],[],,,4.5
['Conti'],['310\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","Dufourstrasse 1 8008 Zürich, Zürich 8008 Schweiz",4.0
[],[],[],,,4.0
['Neue Forch'],"['126', '\xa0Bewertungen']",['€€€€'],"Europäisch, Italienisch, Mediterran","Neue Forch 65, Forch 8127 Schweiz",4.5
['Più Europaallee'],['470\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Kasernenstrasse 95 8004 Zurich, Zürich 8004 Schweiz",3.5
['Bistro k2'],['157\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Zeitgenössisch","Zahnradstrasse 21 8005 Zürich, Zürich 8005 Schweiz",4.0
['Casa Nostrana'],['74\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Albisstrasse 27, Zürich 8038 Schweiz",4.5
[],[],[],,,4.0
[],[],[],,,4.0
[],[],[],,,4.5
[],[],[],,,4.0
['Cucina Niederdorf'],['134\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Italienisch","Münstergasse 4, Zürich 8001 Schweiz",4.0
[],[],[],,,4.5
['Restaurant Sedartis'],['98\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, International","Bahnhofstrasse 16 8800 Thalwil, Thalwil 8800 Schweiz",4.0
"[""Klingler's Ristorante""]",['87\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","Müntzplatz 3, Zürich 8001 Schweiz",4.5
['Restaurant Hardhof'],['161\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Badenerstrasse 344, Zürich 8004 Schweiz",4.0
['Café BEBEK'],['423\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Türkisch, Libanesisch","Badenerstrasse 171, Zürich 8003 Schweiz",4.0
['Tamarind Hill Indisches Restaurant'],['82\xa0Bewertungen'],['€€€€'],,"Birmensdorferstrasse 427, Zürich 8055 Schweiz",4.5
['Lux Restaurant & Bar'],['98\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Zeitgenössisch","Claridenstrasse 3, Zürich 8002 Schweiz",4.0
['Widder Restaurant'],['195\xa0Bewertungen'],['€€€€'],"Europäisch, Mitteleuropäisch","Rennweg 7, Zürich 8001 Schweiz",4.0
['KINKHAO Restaurant'],['64\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Gesund, Thailändisch","Zwinglistrasse 12, Zürich 8004 Schweiz",4.5
['Restaurant Rubina'],['89\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Französisch","Universitaetstrasse 56, Zürich 8006 Schweiz",4.5
['Pizzeria Trattoria Da Michele'],['49\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Grubenstrasse 12, Zürich 8045 Schweiz",4.5
[],[],[],,,5.0
['Coop Restaurant'],['131\xa0Bewertungen'],['€'],Europäisch,"Bahnhofstrasse 57, Zürich 8001 Schweiz",4.0
['Uto Staffel'],['439\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Gratstrasse 6, Zürich 8143 Schweiz",4.0
['ICHIZEN'],['90\xa0Bewertungen'],['€€ - €€€'],"Japanisch, Sushi, Meeresfrüchte","Kanzleistrasse 15, Zürich 8004 Schweiz",4.5
[],[],[],,,4.0
[],[],[],,,4.5
['Restaurant ComViet'],['110\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Vietnamesisch","Gotthardstrasse 11, Thalwil 8800 Schweiz",4.5
['Bottega Dei Sapori Miglio GmbH'],"['62', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Neuweg 4, Dubendorf 8600 Schweiz",5.0
[],[],[],,,4.0
['Royal Panda'],['38\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Gesund, Chinesisch","Forchstrasse 2 Eingang bei Zollikerstrasse, Zürich 8008 Schweiz",4.5
['Pizza Nation'],['37\xa0Bewertungen'],['€'],"Italienisch, Pizza, Fast Food","Rosengasse 3, Zürich 8001 Schweiz",5.0
['Accogliente Cafe & Bistro'],['27\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Zwirneireistrasse 21, Wallisellen, Zürich 8304 Schweiz",5.0
['Bocuci - Bottega E Cucina'],['40\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Leonhardstrasse 1, Zürich 8001 Schweiz",4.5
['Restaurant Cafe Boy'],['143\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Kochstrasse 2, Zürich 8004 Schweiz",4.5
[],[],[],,,4.5
['Bababobo'],"['41', '\xa0Bewertungen']",['€€ - €€€'],"Asiatisch, Thailändisch","Bruggacherstr. 26, Fällanden 8117 Schweiz",5.0
[],[],[],,,4.0
['Minine Sushi Restaurant'],['28\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Japanisch, Sushi","Zeltweg 12, Zürich 8032 Schweiz",5.0
['Ginger Indian Restaurant'],['25\xa0Bewertungen'],['€€ - €€€'],Indisch,"Ludretikonerstr 41, Thalwil 8800 Schweiz",5.0
['Hotel Restaurant Krone Regensberg'],"['82', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, International","Oberburg 1 8158 Regensberg, Regensberg 8158 Schweiz",4.5
[],[],[],,,4.5
[],[],[],,,4.5
[],[],[],,,4.5
[],[],[],,,4.5
['Burgeramt'],['55\xa0Bewertungen'],['€€ - €€€'],"Fast Food, Amerikanisch","Pfäffikerstrasse 36 2. Stock im Gebäude, Uster 8610 Schweiz",4.5
[],[],[],,,4.5
[],[],[],,,4.5
['Tenz Momo'],['80\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Tibetisch","Badenerstrasse 256, Zürich 8004 Schweiz",4.5
['Loweneck'],['115\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Spanisch","Lowenstrasse 34 Lowenplatz, Migros City, Zürich 8001 Schweiz",4.0
[],[],[],,,4.0
[],[],[],,,4.0
[],[],[],,,4.5
[],[],[],,,4.5
['CLOUDS'],['1’412\xa0Bewertungen'],['€€€€'],"Mediterran, International, Französisch","Prime Tower, Maagplatz 5 8005 Zürich, Zürich 8005 Schweiz",4.0
['Nordsee ShopVille'],['271\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Fast Food, Meeresfrüchte","Bahnhofplatz 15, Zürich 8001 Schweiz",4.0
['Saal'],['164\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Italienisch, Mediterran","Bahnhofstrasse 64 8600 Dübendorf, Dubendorf 8600 Schweiz",4.0
['Osteria Borgo'],['67\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran",,4.0
['Linde Oberstrass'],['180\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch","Universitaetstrasse 91, Zürich 8006 Schweiz",4.0
[],[],[],,,4.5
['Aura'],['352\xa0Bewertungen'],['€€€€'],"Europäisch, Mitteleuropäisch, International","Bleicherweg 5 8001 Zürich, Zürich 8001 Schweiz",4.0
[],[],[],,,4.5
['tibits Oerlikon'],['135\xa0Bewertungen'],['€€ - €€€'],"Europäisch, International, Zeitgenössisch","Tramstrasse 2, Zürich 8050 Schweiz",4.0
['upperdeck'],['331\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Bar, Grillspezialitäten","Flughafen Zürich, Kloten 8302 Schweiz",4.0
[],[],[],,,4.5
['Restaurant Spitz'],['199\xa0Bewertungen'],['€€ - €€€'],Schweizerisch,"Museumstrasse 2 Direkt bei Hauptbahnhof, Zürich 8001 Schweiz",4.0
['Gasthaus Rössli'],"['86', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Alte Landstrasse 86, Zollikon 8702 Schweiz",4.5
['Da Gio Pizzeria Steakeria'],"['63', '\xa0Bewertungen']",['€€ - €€€'],"Italienisch, Mediterran, Pizza","Dorfstrasse 111, Embrach 8424 Schweiz",4.5
[],[],[],,,4.5
['Cinque'],['179\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Langstrasse 215, Zürich 8005 Schweiz",4.0
[],[],[],,,4.0
[],[],[],,,4.0
['Ikoo'],['137\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Japanisch, Suppen","Bäckerstrasse 37, Zürich 8004 Schweiz",4.0
[],[],[],,,4.0
['Edomae'],['76\xa0Bewertungen'],['€€€€'],"Japanisch, Sushi, Meeresfrüchte","Talstrasse 62 Paradeplatz, Zürich 8001 Schweiz",4.5
['Rebstock'],['57\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Dorfstrasse 18, Thalwil 8800 Schweiz",4.5
['Certo'],['108\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Strassburgstrasse 5, Zürich 8004 Schweiz",4.5
['Noon'],['93\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Orientalisch, Libanesisch","Oberdorfstrasse 9, Zürich 8001 Schweiz",4.5
['Masala'],['160\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Indisch","Stauffacherstrasse 27, Zürich 8004 Schweiz",4.0
['Restaurant Hecht'],"['70', '\xa0Bewertungen']",['€€ - €€€'],,"Hauptstrasse 2, Rottenschwil 8919 Schweiz",4.5
['Pizzeria Giardino'],['187\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Marktgasse 19 8302 Kloten, Kloten 8302 Schweiz",4.0
[],[],[],,,4.0
['Restaurant L’UNICO'],['234\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mitteleuropäisch","Dufaux-Strasse 1 Ecke Thurgauer Strasse, Opfikon, Zürich 8152 Schweiz",4.0
['SimSim Oriental Urban Cuisine'],['36\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Gesund, Libanesisch","Schwamendingenstrasse 16, Zürich 8050 Schweiz",5.0
['Stallstube'],['75\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Rellikonstrasse 53, Maur 8124 Schweiz",4.5
['Traube'],"['34', '\xa0Bewertungen']",['€€€€'],"Europäisch, Mitteleuropäisch","Kyburgstrasse 17, Kemptthal 8307 Schweiz",5.0
['la esquina'],['97\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Bar","Richtiarkade 1 8304 Wallisellen, Wallisellen, Zürich 8304 Schweiz",4.0
[],['0\xa0Bewertungen'],[],,,
['Roi-Et'],['49\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch","Schoeneggstrasse 30, Zürich 8004 Schweiz",4.5
[],[],[],,,4.5
['Rheinfelder-Bierhaus - De bluetig Duume'],['192\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Marktgasse 19, Zürich 8001 Schweiz",4.0
[],[],[],,,4.0
['Musti Grill'],['39\xa0Bewertungen'],['€'],"Grillspezialitäten, Türkisch","Saumackerstrasse 48 8048 Zürich, Zürich 8048 Schweiz",4.5
['Al Forno'],"['67', '\xa0Bewertungen']",['€€ - €€€'],"Italienisch, Mediterran, Pizza","Universitätsstrasse 40, Zürich 8006 Schweiz",4.5
['Sweet Basil'],['122\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch","Baeckerstrasse 19, Zürich 8004 Schweiz",4.5
[],[],[],,,4.0
[],[],[],,,4.5
['Oepfelchammer'],['171\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch","Rindermarkt 12, Zürich 8001 Schweiz",4.0
['Lenox Bar'],"['66', '\xa0Bewertungen']",['€€ - €€€'],Bar,"Neumühlequai 42 8006, Zürich 8006 Schweiz",4.5
['Brick Bar'],['39\xa0Bewertungen'],['€€ - €€€'],Bar,"Langstrasse 21, Zürich 8004 Schweiz",5.0
['Bederhof'],['171\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Brandschenkestrasse 177, Zürich 8002 Schweiz",4.0
['Restaurant Golden Thai Food'],['87\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch","Zürcherstrasse 59, Thalwil 8800 Schweiz",4.5
['KORNER Gourmet Burger Restaurant & Craft Beer Bar'],['310\xa0Bewertungen'],['€€ - €€€'],"Bar, International, Amerikanisch","Gartenstrasse 10 Ecke Stockerstrasse, Zürich 8002 Schweiz",4.0
['Barranco'],['123\xa0Bewertungen'],['€€ - €€€'],"Bar, Lateinamerikanisch, Peruanisch","Sihlfeldstrasse 141, Zürich 8004 Schweiz",4.0
['Tapas & Friends'],['83\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Spanisch","Aemtlerstrasse 86 8003 Zürich, Zürich 8003 Schweiz",4.5
['Brasserie Spirgarten'],['86\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch","Lindenplatz 5 Spirgarten, Zürich 8048 Schweiz",4.0
['Mezze'],['83\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Orientalisch, Libanesisch","Brandstrasse 29 8952, Schlieren 8952 Schweiz",4.5
['Ristorante Napoli'],['459\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Sandstrasse 7, Zürich 8003 Schweiz",4.0
['Zum Löwen'],"['80', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Effretikonerstrasse 64, Illnau 8308 Schweiz",4.0
['Restaurant Falken'],['80\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Mitteleuropäisch","Dorfstrasse 22, Küsnacht 8700 Schweiz",4.0
['restaurant und bar turbinenhalle'],['126\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Fusion","Badenerstrasse 571, Zürich 8048 Schweiz",4.0
[],[],[],,,4.5
['Restaurant Schipfe 16'],['123\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Schipfe 16, Zürich 8001 Schweiz",4.0
['Restaurant Neue Real'],['129\xa0Bewertungen'],['€€€€'],"Europäisch, Mediterran, Meeresfrüchte","Müllerstrasse 23, Zürich 8004 Schweiz",4.5
['UTO KULM'],"['583', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Top of Zurich, Uetliberg 8143 Schweiz",3.5
['Lima Limón'],['55\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Gesund","Zuercherstrasse 6 City Center, Bremgarten 5620 Schweiz",5.0
['Lebanese Takeaway'],['36\xa0Bewertungen'],['€'],"Mediterran, Fast Food, Libanesisch","Schaffhauserstrasse 74 8057 Zürich, Zürich 8057 Schweiz",5.0
['Brasserie Freilager'],['103\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Freilagerstrasse 53 8047 Zürich, Zürich 8047 Schweiz",4.5
['Cafe Restaurant Damas'],['79\xa0Bewertungen'],['€€ - €€€'],"Orientalisch, Libanesisch","Josefstrasse 151, Zürich 8005 Schweiz",4.5
['Napulé'],['475\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Kirchgasse 59, Meilen 8706 Schweiz",4.0
['Steakhouse acht 3 null 3'],['84\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Bar, Steakhaus, Barbecue","Klotenerstrasse 17, Bassersdorf 8303 Schweiz",4.5
['Landgasthof Leuen'],"['68', '\xa0Bewertungen']",['€€ - €€€'],"Schweizerisch, Café, Steakhaus","Birmensdorferstrasse 56, Uitikon 8142 Schweiz",4.5
['Restaurant Felsenegg'],"['268', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Felsenegg 1, Felsenegg 8143 Schweiz",4.0
['La Trattoria Blumenau'],['52\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Meeresfrüchte","Seefeldstrasse 269 8008 Zürich, Zürich 8008 Schweiz",4.5
[],[],[],,,4.5
[],[],[],,,4.5
[],[],[],,,4.5
['Blume Restaurant'],['50\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Zeitgenössisch","Freudwilerstrasse 6 8615 Freudwil, Uster 8610 Schweiz",4.5
['Pizzeria Ristorante Molino Gasometerstrasse'],['55\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Gasometerstrasse 26, Zürich 8005 Schweiz",4.5
['Brasserie Seefeld'],['108\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Horneggstrasse 15, Zürich 8008 Schweiz",4.5
['Runway 34'],['436\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch","Rohrholzstrasse 67, Zürich 8152 Schweiz",3.5
['Restaurant Sonnenberg'],['366\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Hitzigweg 15, Zürich 8032 Schweiz",4.0
['Restaurant Vietnam'],['103\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Vietnamesisch, Suppen","Uetlibergstrasse 111B, Zürich 8045 Schweiz",4.0
[],[],[],,,4.5
['Restaurant Winzerhaus'],"['208', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, Steakhaus","Haslernstrasse 28, Weiningen 8104 Schweiz",4.0
['Restaurant - Pizzeria Corona'],['91\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Italienisch, Pizza","Bahnhofstrasse 15 8952 Schlieren, Schlieren 8952 Schweiz",4.5
['Chaima Thai Take Away'],['57\xa0Bewertungen'],['€'],"Thailändisch, Speiselokal, Zeitgenössisch","Lagernstrasse 32, Zürich 8037 Schweiz",5.0
['Neue Taverne'],['103\xa0Bewertungen'],['€€ - €€€'],,"Glockengasse 8, Zürich 8001 Schweiz",4.0
[],[],[],,,4.5
[],[],[],,,4.5
['Ristorante Pizzeria Fiorello'],['79\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Schulhausstrasse 37, Erlenbach 8703 Schweiz",4.5
['Restaurant Kastanie'],['97\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Schulweg 7, Uster 8610 Schweiz",4.0
['Taverne zur Krone'],"['109', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Kronenplatz 1, Dietikon 8953 Schweiz",4.0
['Restaurant Lägernstübli'],"['103', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, International","Regensbergstrasse 3, Boppelsen 8113 Schweiz",4.5
[],[],[],,,4.5
[],[],[],,,4.5
['Nooch Asian Kitchen'],['203\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Japanisch, Sushi","Richtiplatz 3 8304 Wallisellen, Wallisellen, Zürich 8304 Schweiz",4.0
[],[],[],,,4.0
[],[],[],,,4.0
"[""Papa Joe's Zürich""]",['478\xa0Bewertungen'],['€€ - €€€'],"Bar, Amerikanisch, Mexikanisch","Schifflände 18, Zürich 8001 Schweiz",3.5
['Sinfonia'],"['80', '\xa0Bewertungen']",['€€€€'],"Italienisch, Mediterran, Meeresfrüchte","Bahnhofstrasse 29, Erlenbach 8703 Schweiz",4.5
['Restaurant Emilio'],['137\xa0Bewertungen'],['€€€€'],"Europäisch, Mediterran, Spanisch","Zweierstrasse 9 Eingang an der Birmensdorferstrasse, Zürich 8004 Schweiz",4.0
['Stuba Bar & Restaurant'],['98\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Bar, Amerikanisch","Brauerstrasse 42 8004 Zurich, Zürich 8004 Schweiz",4.5
['Costa Viola Bar Lounge Ristoro'],['61\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran","Hofwiesenstrasse 4B Im Einkaufscenter Inside Volketswil, Volketswil 8604 Schweiz",4.5
['Andulino'],['123\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Richtiplatz 4, Wallisellen, Zürich 8304 Schweiz",4.0
